learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),ensemble size,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] Change detected,[err] Change detected,[avg] Warning detected,[err] Warning detected,[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
1000.0,0.09375,1.0766865064700446E-8,1000.0,87.8,83.81937113057502,13.47517730496455,75.88932806324111,1000.0,464704.0,5.0,592.8,470.3293881242521,174516.0,178132.03856814877,11.2,2.4899799195977463,35.8,2.7748873851023212,1.4,0.8944271909999159,1.2,0.4472135954999579,1.2,0.4472135954999579,0.2,0.4472135954999579,0.0,0.0,0.0,0.0,1.0,0.0
2000.0,0.390625,4.579891942234503E-8,2000.0,92.80000000000001,92.06195205419041,48.57142857142861,89.74358974358977,2000.0,456136.0,5.0,1052.6,997.0872245362154,173236.0,177670.41279852984,9.0,0.9999999999999998,25.6,3.2093613071762426,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3000.0,0.421875,4.952246349097954E-8,3000.0,89.3,87.18222090184456,42.47311827956992,81.83361629881155,3000.0,460584.0,5.0,1634.3,1538.7583053300548,173680.8,178134.11901822741,11.6,6.268971207462991,36.6,7.162401831787993,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4000.0,0.421875,4.952246349097954E-8,4000.0,93.5,92.34460129505791,61.538461538461576,89.32676518883417,4000.0,474224.0,5.0,2268.1,1895.3228660749774,176798.4,177771.1874387348,5.4,5.89915248150105,21.8,7.12039324756716,2.6,1.6733200530681511,1.8,0.8366600265340756,1.8,0.8366600265340756,0.8,0.8366600265340756,0.0,0.0,0.0,0.0,1.0,0.0
5000.0,0.53125,6.242244530262219E-8,5000.0,92.2,91.06803409720727,51.25000000000004,87.92569659442725,5000.0,455904.0,5.0,2585.9,2601.036265713255,173604.8,177251.0167322665,9.6,2.966479394838265,30.2,2.863564212655271,1.4,0.8944271909999159,1.2,0.4472135954999579,1.2,0.4472135954999579,0.2,0.447213595499958,0.0,0.0,0.0,0.0,1.0,0.0
6000.0,0.59375,6.972272078403168E-8,6000.0,87.9,85.53603916984038,20.394736842105278,79.20962199312714,6000.0,451504.0,5.0,3085.5000000000005,3153.8778335390366,172772.8,177184.62136226406,11.2,3.7013511046643495,37.4,8.648699324175862,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7000.0,0.71875,8.46401801229351E-8,7000.0,88.2,85.65801164131904,38.2198952879581,79.62003454231434,7000.0,461304.0,5.0,3707.7000000000003,3614.975028344671,174221.59999999998,177735.37955511277,10.0,6.244997998398398,38.4,8.264381404557753,1.4,0.8944271909999159,1.2,0.4472135954999579,1.2,0.4472135954999579,0.2,0.447213595499958,0.0,0.0,0.0,0.0,1.0,0.0
8000.0,0.828125,9.72769016193019E-8,8000.0,88.5,84.27242888402627,32.74853801169593,75.78947368421053,8000.0,446600.0,5.0,4064.2999999999997,4265.881491555995,172236.80000000002,176716.50956565057,11.6,4.505552130427524,30.8,7.259476565152615,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9000.0,0.921875,1.0845723510202433E-7,9000.0,89.9,85.98573042095536,41.27906976744189,78.69198312236287,9000.0,460984.0,5.0,4618.500000000001,4694.216707822509,174157.6,177733.7173909329,9.6,4.03732584763727,33.2,4.207136793592526,1.4,0.8944271909999159,1.2,0.4472135954999579,1.2,0.4472135954999579,0.2,0.447213595499958,0.0,0.0,0.0,0.0,1.0,0.0
10000.0,1.015625,1.198189824612604E-7,10000.0,92.10000000000001,89.52921217262221,44.75524475524479,84.35643564356437,10000.0,468464.0,5.0,5058.1,5161.359800371302,175297.6,178104.9664359631,8.0,2.9154759474226504,33.0,8.366600265340756,1.8,1.0954451150103321,1.4,0.5477225575051661,1.4,0.5477225575051661,0.4,0.5477225575051661,0.0,0.0,0.0,0.0,1.0,0.0
11000.0,1.140625,1.34726093771557E-7,11000.0,91.0,88.42141420846859,49.72067039106148,82.65895953757226,11000.0,460984.0,5.0,5656.900000000001,5612.500184607768,174189.6,177700.31393406898,8.6,5.128352561983234,30.0,12.103718436910205,1.4,0.8944271909999159,1.2,0.4472135954999579,1.2,0.4472135954999579,0.2,0.447213595499958,0.0,0.0,0.0,0.0,1.0,0.0
12000.0,1.21875,1.44028486425264E-7,12000.0,87.8,84.58067655441315,11.594202898550735,77.85843920145192,12000.0,460264.0,5.0,6045.5,6322.962038826775,173648.79999999996,178100.36443209328,12.0,3.9370039370059056,32.6,8.848728722251575,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13000.0,1.265625,1.495536546119385E-7,13000.0,89.9,86.47073794757077,29.37062937062939,79.92047713717693,13000.0,455624.0,5.0,6641.8,6752.7061867405755,173608.0,177189.98930338398,9.2,5.761944116355173,30.4,7.893034904268445,1.4,0.8944271909999159,1.2,0.4472135954999579,1.2,0.4472135954999579,0.2,0.4472135954999579,0.0,0.0,0.0,0.0,1.0,0.0
14000.0,1.34375,1.5878991689532994E-7,14000.0,91.3,88.36111059085424,11.22448979591838,82.53012048192771,14000.0,456992.0,5.0,7270.7,7106.067689736083,173790.4,177286.521973894,13.8,13.863621460498695,21.8,8.64291617453276,1.4,0.8944271909999159,1.2,0.4472135954999579,1.2,0.4472135954999579,0.2,0.4472135954999579,0.0,0.0,0.0,0.0,1.0,0.0
15000.0,1.46875,1.7339486577030684E-7,15000.0,89.0,86.56117597040527,24.137931034482776,80.8362369337979,15000.0,451640.0,5.0,7494.7,7892.084769635404,172786.4,177199.09802830388,17.4,4.037325847637271,30.0,3.741657386773941,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
16000.0,1.625,1.9201032248222164E-7,16000.0,86.0,83.05345304051313,14.634146341463424,75.82037996545769,16000.0,460528.0,5.0,8082.4,8432.00320472214,174112.0,177685.6601829947,10.4,5.5497747702046425,38.4,5.549774770204643,1.4,0.8944271909999159,1.2,0.4472135954999579,1.2,0.4472135954999579,0.2,0.4472135954999579,0.0,0.0,0.0,0.0,1.0,0.0
17000.0,1.75,2.0693399063828918E-7,17000.0,88.2,86.52106369368546,26.250000000000018,81.5625,17000.0,461496.0,5.0,8624.7,8849.549807130807,173772.0,178230.21083232027,11.4,3.130495168499706,36.6,6.54217089351845,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18000.0,1.890625,2.2337125200364323E-7,18000.0,88.2,85.99705700859164,15.107913669064759,79.86348122866893,18000.0,451824.0,5.0,9096.1,9415.909402589734,172804.8,177218.72612164263,12.8,7.08519583356734,32.2,5.069516742254631,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
19000.0,2.0,2.363869053725567E-7,19000.0,89.60000000000001,88.03228980270539,22.388059701492555,83.87596899224806,19000.0,459992.0,5.0,9802.499999999998,9793.089573208697,173621.6,178071.7016754768,4.8,3.1937438845342623,31.4,9.50263121456368,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20000.0,2.140625,2.527959360223677E-7,20000.0,87.7,83.5344892211144,0.8064516129032264,75.0,20000.0,451048.0,5.0,10102.699999999997,10609.662012105338,172727.2,177136.01908690267,14.0,5.049752469181039,33.0,5.522680508593631,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
21000.0,2.25,2.658215493688153E-7,21000.0,83.0,78.91906906608995,7.103825136612025,69.42446043165467,21000.0,460344.0,5.0,10652.199999999999,11180.758032341895,174093.6,177666.23409778485,15.0,3.5355339059327378,39.6,5.594640292279745,1.4,0.8944271909999159,1.2,0.4472135954999579,1.2,0.4472135954999579,0.2,0.447213595499958,0.0,0.0,0.0,0.0,1.0,0.0
22000.0,2.328125,2.7513040954040157E-7,22000.0,91.0,90.3438449521913,51.87165775401073,87.60330578512398,22000.0,460584.0,5.0,11151.7,11625.277535994092,173680.8,178134.11901822741,4.4,2.701851217221259,26.8,10.779610382569492,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
23000.0,2.453125,2.898747981008556E-7,23000.0,85.0,81.75051493963679,0.6622516556291396,73.82198952879581,23000.0,455952.0,5.0,11638.0,12293.406389876918,173217.6,177650.88423409426,11.0,2.9154759474226504,39.6,11.23832727766904,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
24000.0,2.578125,3.0445905091861883E-7,24000.0,83.7,81.08601107454663,-10.135135135135142,73.01324503311257,24000.0,451000.0,5.0,12259.2,12846.626178797987,172690.40000000002,177165.57278006608,9.2,1.4832396974191326,37.8,4.658325879540847,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25000.0,2.6875,3.172564902342856E-7,25000.0,87.2,85.18352176112364,-10.344827586206906,79.45425361155698,25000.0,452280.0,5.0,12704.8,13434.42075664845,172850.40000000002,177267.28354111046,16.8,8.526429498916883,33.6,6.107372593840989,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
26000.0,2.8125,3.318717871378693E-7,26000.0,87.9,84.93732183092455,13.571428571428582,78.31541218637992,26000.0,451960.0,5.0,13195.499999999998,13960.418341789682,172818.40000000002,177233.19727359834,12.8,4.147288270665545,33.6,2.9664793948382653,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
27000.0,2.9375,3.4660737987400753E-7,27000.0,90.3,88.44811775774394,9.345794392523374,83.5593220338983,27000.0,455680.0,5.0,13647.7,14365.90274109729,173144.8,177671.55257121683,15.2,2.588435821108957,30.6,4.277849927241487,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
28000.0,3.0625,3.613473705223037E-7,28000.0,90.10000000000001,88.11710057253971,-8.7912087912088,83.22033898305085,28000.0,455816.0,5.0,14104.3,14792.44217722911,173204.0,177636.48106800084,17.6,7.829431652425353,29.0,4.795831523312719,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
29000.0,3.1875,3.759316233400669E-7,29000.0,86.6,84.53136381424247,-15.51724137931036,78.35218093699515,29000.0,451000.0,5.0,14570.6,15410.63929887401,172690.40000000002,177165.57278006608,11.2,4.324349662087931,28.4,4.979959839195493,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30000.0,3.3125,3.9036169053158824E-7,30000.0,85.3,82.78438555481124,-36.11111111111115,75.66225165562913,30000.0,446232.0,5.0,15101.999999999998,15984.566403600415,172149.6,176731.62712316096,16.4,3.1304951684997055,36.4,4.979959839195494,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31000.0,3.421875,4.03159129847255E-7,31000.0,87.2,85.15156998946689,14.093959731543634,79.38808373590982,31000.0,452280.0,5.0,15637.0,16515.24756769399,172850.40000000002,177267.28354111046,10.8,3.898717737923586,38.0,3.741657386773941,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
32000.0,3.546875,4.176010972716742E-7,32000.0,83.5,80.03711886020417,-14.583333333333345,71.60068846815835,32000.0,446600.0,5.0,16113.499999999998,17051.133688278784,172236.80000000002,176716.50956565057,16.8,3.420526275297414,40.2,7.190271204899019,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
33000.0,3.65625,4.3036231848721705E-7,33000.0,86.9,83.43240166940686,-11.965811965811977,75.96330275229359,33000.0,451000.0,5.0,16722.399999999998,17476.842825738164,172690.40000000002,177165.57278006608,11.6,5.366563145999495,40.2,10.377861051295685,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
34000.0,3.78125,4.445047104834683E-7,34000.0,88.9,86.98603636875242,21.830985915492978,81.95121951219512,34000.0,437336.0,5.0,17118.0,18111.95235196913,171292.0,175751.0372973972,11.2,5.357238094391549,32.6,4.722287581247039,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
