learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
1000.0,0.03125,3.7899654772546555E-11,1000.0,82.5,75.65772818445599,-24.113475177304984,65.41501976284584,1000.0,4688.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2000.0,0.03125,3.7899654772546555E-11,2000.0,89.5,88.40463196301852,25.00000000000002,85.04273504273505,2000.0,14352.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0
3000.0,0.03125,3.7899654772546555E-11,3000.0,86.0,83.30306019127536,24.73118279569894,76.23089983022072,3000.0,14352.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0
4000.0,0.03125,3.7899654772546555E-11,4000.0,88.0,86.02781164092873,28.994082840236707,80.29556650246306,4000.0,14352.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0
5000.0,0.03125,3.7899654772546555E-11,5000.0,83.6,81.86683178169434,-2.5000000000000018,74.61300309597523,5000.0,14352.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0
6000.0,0.03125,3.7899654772546555E-11,6000.0,78.60000000000001,74.73471450227387,-40.78947368421048,63.230240549828174,6000.0,14352.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0
7000.0,0.03125,3.7899654772546555E-11,7000.0,80.10000000000001,77.67511571918662,-4.1884816753926755,65.63039723661487,7000.0,14352.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0
8000.0,0.03125,3.7899654772546555E-11,8000.0,82.3,76.8884246262323,-3.508771929824564,62.73684210526314,8000.0,18720.0,9.0,5.0,5.0,3.0,0.0,0.0,1.0
9000.0,0.03125,3.7899654772546555E-11,9000.0,89.0,84.37193654437945,36.046511627907,76.79324894514768,9000.0,23408.0,11.0,6.0,6.0,4.0,0.0,0.0,1.0
10000.0,0.03125,3.7899654772546555E-11,10000.0,87.0,82.8930486561174,9.090909090909099,74.25742574257426,10000.0,23408.0,11.0,6.0,6.0,4.0,0.0,0.0,1.0
11000.0,0.03125,3.7899654772546555E-11,11000.0,85.6,81.67834036299789,19.553072625698338,72.25433526011561,11000.0,23408.0,11.0,6.0,6.0,4.0,0.0,0.0,1.0
12000.0,0.03125,3.7899654772546555E-11,12000.0,78.2,71.82384994778364,-57.97101449275359,60.43557168784031,12000.0,23408.0,11.0,6.0,6.0,4.0,0.0,0.0,1.0
13000.0,0.03125,3.7899654772546555E-11,13000.0,84.7,78.91562944425458,-6.993006993006999,69.58250497017893,13000.0,28096.0,13.0,7.0,7.0,5.0,0.0,0.0,1.0
14000.0,0.03125,3.7899654772546555E-11,14000.0,89.3,85.91256309723492,-9.183673469387765,78.5140562248996,14000.0,28096.0,13.0,7.0,7.0,5.0,0.0,0.0,1.0
15000.0,0.03125,3.7899654772546555E-11,15000.0,82.8,79.24580210148319,-18.620689655172427,70.0348432055749,15000.0,32784.0,15.0,8.0,8.0,5.0,0.0,0.0,1.0
