learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead,splits
1000.0,0.015625,8.996317370070352E-11,1000.0,81.8,75.12838944022478,-29.078014184397187,64.03162055335967,1000.0,22256.0,9.0,5.0,5.0,3.0,0.0,0.0,1.0,4.0
2000.0,0.03125,2.2183586325910358E-10,2000.0,90.10000000000001,89.08518407451182,29.28571428571431,85.8974358974359,2000.0,32624.0,15.0,8.0,8.0,5.0,0.0,0.0,1.0,7.0
3000.0,0.03125,2.2183586325910358E-10,3000.0,85.2,82.46925308357548,20.430107526881734,74.87266553480477,3000.0,32944.0,15.0,8.0,8.0,5.0,0.0,0.0,1.0,7.0
4000.0,0.03125,2.2183586325910358E-10,4000.0,87.2,85.25741362053733,24.260355029585813,78.98193760262726,4000.0,32944.0,15.0,8.0,8.0,5.0,0.0,0.0,1.0,7.0
5000.0,0.03125,2.2183586325910358E-10,5000.0,84.89999999999999,83.17912339839634,5.6250000000000036,76.62538699690403,5000.0,33264.0,15.0,8.0,8.0,5.0,0.0,0.0,1.0,7.0
6000.0,0.03125,2.2183586325910358E-10,6000.0,78.8,74.97083866580402,-39.47368421052627,63.57388316151202,6000.0,33264.0,15.0,8.0,8.0,5.0,0.0,0.0,1.0,7.0
7000.0,0.03125,2.2183586325910358E-10,7000.0,84.8,82.42488081872304,20.418848167539235,73.74784110535406,7000.0,33264.0,15.0,8.0,8.0,5.0,0.0,0.0,1.0,7.0
8000.0,0.03125,2.2183586325910358E-10,8000.0,81.6,75.95792637114948,-7.602339181286554,61.26315789473683,8000.0,33264.0,15.0,8.0,8.0,5.0,0.0,0.0,1.0,7.0
9000.0,0.03125,2.2183586325910358E-10,9000.0,89.60000000000001,84.82752986350614,39.53488372093026,78.05907172995781,9000.0,33264.0,15.0,8.0,8.0,5.0,0.0,0.0,1.0,7.0
10000.0,0.03125,2.2183586325910358E-10,10000.0,84.39999999999999,78.13273151620069,-9.090909090909099,69.10891089108911,10000.0,33264.0,15.0,8.0,8.0,5.0,0.0,0.0,1.0,7.0
11000.0,0.03125,2.2183586325910358E-10,11000.0,87.6,83.34651734043884,30.72625698324024,76.10789980732177,11000.0,33264.0,15.0,8.0,8.0,5.0,0.0,0.0,1.0,7.0
12000.0,0.03125,2.2183586325910358E-10,12000.0,77.2,71.39458906068865,-65.2173913043478,58.62068965517242,12000.0,33264.0,15.0,8.0,8.0,5.0,0.0,0.0,1.0,7.0
13000.0,0.03125,2.2183586325910358E-10,13000.0,80.60000000000001,71.06589369847978,-35.66433566433562,61.43141153081512,13000.0,33264.0,15.0,8.0,8.0,5.0,0.0,0.0,1.0,7.0
14000.0,0.03125,2.2183586325910358E-10,14000.0,88.5,84.46923964098283,-17.346938775510225,76.90763052208835,14000.0,33264.0,15.0,8.0,8.0,5.0,0.0,0.0,1.0,7.0
15000.0,0.03125,2.2183586325910358E-10,15000.0,77.5,74.51435691227276,-55.172413793103416,60.801393728223,15000.0,33264.0,15.0,8.0,8.0,5.0,0.0,0.0,1.0,7.0
16000.0,0.03125,2.2183586325910358E-10,16000.0,67.5,65.95190103631937,-98.170731707317,43.868739205526786,16000.0,33264.0,15.0,8.0,8.0,5.0,0.0,0.0,1.0,7.0
