learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
1000.0,0.015625,1.8949827386273277E-11,1000.0,82.5,75.65772818445599,-24.113475177304984,65.41501976284584,1000.0,4688.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2000.0,0.015625,1.8949827386273277E-11,2000.0,89.5,88.40463196301852,25.00000000000002,85.04273504273505,2000.0,14352.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0
3000.0,0.015625,1.8949827386273277E-11,3000.0,86.0,83.30306019127536,24.73118279569894,76.23089983022072,3000.0,14352.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0
4000.0,0.015625,1.8949827386273277E-11,4000.0,88.0,86.02781164092873,28.994082840236707,80.29556650246306,4000.0,14352.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0
5000.0,0.015625,1.8949827386273277E-11,5000.0,83.6,81.86683178169434,-2.5000000000000018,74.61300309597523,5000.0,14352.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0
6000.0,0.015625,1.8949827386273277E-11,6000.0,78.60000000000001,74.73471450227387,-40.78947368421048,63.230240549828174,6000.0,14352.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0
7000.0,0.015625,1.8949827386273277E-11,7000.0,80.10000000000001,77.67511571918662,-4.1884816753926755,65.63039723661487,7000.0,14352.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0
8000.0,0.015625,1.8949827386273277E-11,8000.0,77.7,72.1424109931293,-30.409356725146154,53.05263157894737,8000.0,14352.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0
9000.0,0.015625,1.8949827386273277E-11,9000.0,89.1,84.42087088761016,36.627906976744214,77.0042194092827,9000.0,14352.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0
10000.0,0.015625,1.8949827386273277E-11,10000.0,83.5,77.41953142106415,-15.384615384615397,67.32673267326732,10000.0,14352.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0
11000.0,0.015625,1.8949827386273277E-11,11000.0,80.5,73.55480393938491,-8.938547486033462,62.427745664739895,11000.0,14352.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0
12000.0,0.015625,1.8949827386273277E-11,12000.0,83.0,79.58014373176476,-23.18840579710147,69.1470054446461,12000.0,19040.0,9.0,5.0,5.0,4.0,0.0,0.0,1.0
13000.0,0.015625,1.8949827386273277E-11,13000.0,82.6,77.77241249803592,-21.678321678321698,65.40755467196819,13000.0,19040.0,9.0,5.0,5.0,4.0,0.0,0.0,1.0
14000.0,0.015625,1.8949827386273277E-11,14000.0,88.4,85.14968097418092,-18.36734693877553,76.70682730923694,14000.0,19040.0,9.0,5.0,5.0,4.0,0.0,0.0,1.0
15000.0,0.015625,1.8949827386273277E-11,15000.0,71.2,68.92292020959763,-98.62068965517241,49.82578397212543,15000.0,19040.0,9.0,5.0,5.0,4.0,0.0,0.0,1.0
16000.0,0.015625,1.8949827386273277E-11,16000.0,64.9,63.83419368798492,-114.02439024390239,39.37823834196892,16000.0,19040.0,9.0,5.0,5.0,4.0,0.0,0.0,1.0
17000.0,0.015625,1.8949827386273277E-11,17000.0,75.5,74.36487674214204,-53.124999999999964,61.71875,17000.0,19040.0,9.0,5.0,5.0,4.0,0.0,0.0,1.0
18000.0,0.015625,1.8949827386273277E-11,18000.0,80.2,77.19808187500864,-42.44604316546758,66.21160409556315,18000.0,19040.0,9.0,5.0,5.0,4.0,0.0,0.0,1.0
19000.0,0.015625,1.8949827386273277E-11,19000.0,86.1,84.92244278121271,-3.7313432835820928,78.44961240310077,19000.0,19040.0,9.0,5.0,5.0,4.0,0.0,0.0,1.0
20000.0,0.015625,1.8949827386273277E-11,20000.0,67.4,64.07887661645056,-162.9032258064516,33.73983739837399,20000.0,19040.0,9.0,5.0,5.0,4.0,0.0,0.0,1.0
21000.0,0.015625,1.8949827386273277E-11,21000.0,57.599999999999994,57.22011461780612,-131.69398907103823,23.74100719424459,21000.0,19040.0,9.0,5.0,5.0,4.0,0.0,0.0,1.0
22000.0,0.015625,1.8949827386273277E-11,22000.0,82.8,82.30547336973741,8.021390374331554,76.30853994490357,22000.0,19040.0,9.0,5.0,5.0,4.0,0.0,0.0,1.0
