learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead,splits
1000.0,0.0,0.0,1000.0,70.6,52.04885145582296,10.091743119266033,9.815950920245376,1000.0,4736.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2000.0,0.0,0.0,2000.0,68.7,39.65985896214958,0.949367088607596,-14.652014652014621,2000.0,4736.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
3000.0,0.0,0.0,3000.0,73.2,0.0,8.843537414965994,0.0,3000.0,4736.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
4000.0,0.0,0.0,4000.0,72.1,27.168118953518096,14.939024390243883,10.862619808306686,4000.0,9504.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0
5000.0,0.0,0.0,5000.0,74.0,39.46900347354795,24.85549132947976,15.032679738562102,5000.0,13952.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0,2.0
6000.0,0.0,0.0,6000.0,74.1,40.62901155327342,18.29652996845424,14.802631578947379,6000.0,14272.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0,2.0
7000.0,0.0,0.0,7000.0,77.2,56.049378908328265,20.557491289198623,20.279720279720294,7000.0,14272.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0,2.0
8000.0,0.0,0.0,8000.0,70.19999999999999,44.28656895004485,10.240963855421665,6.8749999999999725,8000.0,14272.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0,2.0
9000.0,0.03125,1.1538051896625096E-10,9000.0,74.5,35.487461798457765,24.778761061946895,20.062695924764874,9000.0,14272.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0,2.0
10000.0,0.03125,1.1538051896625096E-10,10000.0,73.0,32.58359634053774,10.299003322259145,6.250000000000004,10000.0,19040.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0,3.0
11000.0,0.03125,1.1538051896625096E-10,11000.0,76.5,34.95439888176924,17.832167832167848,11.320754716981142,11000.0,28576.0,11.0,6.0,6.0,3.0,0.0,0.0,1.0,5.0
12000.0,0.03125,1.1538051896625096E-10,12000.0,76.6,36.36237547830202,23.0263157894737,8.949416342412459,12000.0,28576.0,11.0,6.0,6.0,3.0,0.0,0.0,1.0,5.0
13000.0,0.03125,1.1538051896625096E-10,13000.0,74.6,41.28090843520555,25.51319648093841,23.952095808383227,13000.0,28576.0,11.0,6.0,6.0,3.0,0.0,0.0,1.0,5.0
14000.0,0.03125,1.1538051896625096E-10,14000.0,69.89999999999999,41.160832271230966,7.951070336391411,23.604060913705577,14000.0,28952.0,13.0,7.0,7.0,4.0,0.0,0.0,1.0,6.0
15000.0,0.03125,1.1538051896625096E-10,15000.0,76.8,51.07755893888913,22.147651006711424,25.161290322580665,15000.0,28952.0,13.0,7.0,7.0,4.0,0.0,0.0,1.0,6.0
16000.0,0.03125,1.1538051896625096E-10,16000.0,75.3,60.40080160320641,30.028328611898015,37.93969849246231,16000.0,28952.0,13.0,7.0,7.0,4.0,0.0,0.0,1.0,6.0
17000.0,0.03125,1.1538051896625096E-10,17000.0,69.69999999999999,53.24838838091299,7.9027355623100055,8.45921450151055,17000.0,28952.0,13.0,7.0,7.0,4.0,0.0,0.0,1.0,6.0
18000.0,0.03125,1.1538051896625096E-10,18000.0,64.4,46.029859435072105,-5.952380952380958,4.3010752688172085,18000.0,28952.0,13.0,7.0,7.0,4.0,0.0,0.0,1.0,6.0
18159.0,0.03125,1.1538051896625096E-10,18159.0,63.0,43.0797253058311,-10.447761194029862,-1.092896174863389,18159.0,28952.0,13.0,7.0,7.0,4.0,0.0,0.0,1.0,6.0
