learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
1000.0,0.0,0.0,1000.0,70.6,52.04885145582296,10.091743119266033,9.815950920245376,1000.0,4688.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2000.0,0.0,0.0,2000.0,68.7,39.65985896214958,0.949367088607596,-14.652014652014621,2000.0,4688.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
3000.0,0.0,0.0,3000.0,73.2,0.0,8.843537414965994,0.0,3000.0,4688.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
4000.0,0.0,0.0,4000.0,73.0,29.6437105385904,17.68292682926828,13.738019169329052,4000.0,9376.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
5000.0,0.0,0.0,5000.0,73.5,37.59919373448811,23.410404624277447,13.398692810457527,5000.0,14064.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
6000.0,0.0,0.0,6000.0,75.1,52.029036881771816,21.45110410094636,18.092105263157908,6000.0,14064.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
7000.0,0.0,0.0,7000.0,77.0,54.919285921489006,19.860627177700362,19.580419580419594,7000.0,14064.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
8000.0,0.0,0.0,8000.0,70.1,45.41803577948155,9.939759036144554,6.5624999999999725,8000.0,14064.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
9000.0,0.0,0.0,9000.0,74.9,37.36274705530045,25.958702064896748,21.31661442006268,9000.0,14064.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
10000.0,0.03125,1.8949827386273278E-10,10000.0,73.0,33.17757934543727,10.299003322259145,6.250000000000004,10000.0,23440.0,9.0,5.0,5.0,3.0,0.0,0.0,1.0
11000.0,0.03125,1.8949827386273278E-10,11000.0,77.7,40.33923698432233,22.027972027972044,15.849056603773597,11000.0,23440.0,9.0,5.0,5.0,3.0,0.0,0.0,1.0
12000.0,0.03125,1.8949827386273278E-10,12000.0,76.1,36.16350689380706,21.38157894736844,7.003891050583663,12000.0,23440.0,9.0,5.0,5.0,3.0,0.0,0.0,1.0
13000.0,0.03125,1.8949827386273278E-10,13000.0,73.9,36.226048116347144,23.46041055718474,21.856287425149688,13000.0,23440.0,9.0,5.0,5.0,3.0,0.0,0.0,1.0
14000.0,0.03125,1.8949827386273278E-10,14000.0,69.0,40.597777973656065,5.198776758409758,21.31979695431471,14000.0,23736.0,11.0,6.0,6.0,4.0,0.0,0.0,1.0
15000.0,0.03125,1.8949827386273278E-10,15000.0,76.2,47.36143672313885,20.13422818791948,23.22580645161292,15000.0,23736.0,11.0,6.0,6.0,4.0,0.0,0.0,1.0
16000.0,0.03125,1.8949827386273278E-10,16000.0,74.9,59.20834944955649,28.89518413597733,36.934673366834176,16000.0,23736.0,11.0,6.0,6.0,4.0,0.0,0.0,1.0
17000.0,0.03125,1.8949827386273278E-10,17000.0,69.19999999999999,51.218044255370366,6.382978723404229,6.9486404833836595,17000.0,23736.0,11.0,6.0,6.0,4.0,0.0,0.0,1.0
18000.0,0.03125,1.8949827386273278E-10,18000.0,67.0,46.83319155517749,1.7857142857142874,11.290322580645173,18000.0,24032.0,13.0,7.0,7.0,4.0,0.0,0.0,1.0
18159.0,0.03125,1.8949827386273278E-10,18159.0,65.10000000000001,43.26697682886785,-4.179104477611944,4.644808743169404,18159.0,24032.0,13.0,7.0,7.0,4.0,0.0,0.0,1.0
