learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
1000.0,0.0,0.0,1000.0,70.6,52.04885145582296,10.091743119266033,9.815950920245376,1000.0,4688.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2000.0,0.0,0.0,2000.0,68.7,39.65985896214958,0.949367088607596,-14.652014652014621,2000.0,4688.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
3000.0,0.0,0.0,3000.0,73.2,0.0,8.843537414965994,0.0,3000.0,4688.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
4000.0,0.0,0.0,4000.0,70.89999999999999,16.880416340567493,11.280487804878026,7.028753993610196,4000.0,9376.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
5000.0,0.03125,1.1369896431763967E-10,5000.0,73.3,39.02160507924908,22.83236994219652,12.745098039215696,5000.0,14064.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
6000.0,0.03125,1.1369896431763967E-10,6000.0,74.1,40.34347417494335,18.29652996845424,14.802631578947379,6000.0,14064.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
7000.0,0.03125,1.1369896431763967E-10,7000.0,77.10000000000001,56.03813355960576,20.20905923344949,19.930069930069948,7000.0,14064.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
8000.0,0.03125,1.1369896431763967E-10,8000.0,70.7,44.444444444444436,11.746987951807206,8.437499999999973,8000.0,14064.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
9000.0,0.03125,1.1369896431763967E-10,9000.0,74.7,35.993442490234564,25.36873156342182,20.68965517241378,9000.0,14064.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
10000.0,0.03125,1.1369896431763967E-10,10000.0,72.7,31.955494406891184,9.302325581395356,5.2083333333333375,10000.0,18752.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
11000.0,0.03125,1.1369896431763967E-10,11000.0,77.7,38.77410941039194,22.027972027972044,15.849056603773597,11000.0,23440.0,9.0,5.0,5.0,3.0,0.0,0.0,1.0
12000.0,0.03125,1.1369896431763967E-10,12000.0,76.4,24.17402703388713,22.368421052631597,8.17120622568094,12000.0,23440.0,9.0,5.0,5.0,3.0,0.0,0.0,1.0
13000.0,0.03125,1.1369896431763967E-10,13000.0,74.1,38.12442962191398,24.04692082111436,22.45508982035927,13000.0,23440.0,9.0,5.0,5.0,3.0,0.0,0.0,1.0
14000.0,0.03125,1.1369896431763967E-10,14000.0,69.69999999999999,40.839955483530844,7.339449541284377,23.096446700507606,14000.0,28128.0,11.0,6.0,6.0,4.0,0.0,0.0,1.0
15000.0,0.03125,1.1369896431763967E-10,15000.0,76.7,42.98578315021902,21.812080536912767,24.838709677419374,15000.0,28128.0,11.0,6.0,6.0,4.0,0.0,0.0,1.0
16000.0,0.03125,1.1369896431763967E-10,16000.0,74.0,54.876152393646564,26.345609065155802,34.67336683417086,16000.0,28128.0,11.0,6.0,6.0,4.0,0.0,0.0,1.0
17000.0,0.03125,1.1369896431763967E-10,17000.0,70.7,51.378494359573445,10.942249240121559,11.480362537764329,17000.0,28128.0,11.0,6.0,6.0,4.0,0.0,0.0,1.0
18000.0,0.03125,1.1369896431763967E-10,18000.0,69.69999999999999,49.49696981818909,9.821428571428548,18.54838709677418,18000.0,28128.0,11.0,6.0,6.0,4.0,0.0,0.0,1.0
18159.0,0.03125,1.1369896431763967E-10,18159.0,67.80000000000001,45.92851817271978,3.8805970149253772,12.021857923497278,18159.0,28128.0,11.0,6.0,6.0,4.0,0.0,0.0,1.0
