learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),ensemble size,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] Change detected,[err] Change detected,[avg] Warning detected,[err] Warning detected,[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
1000.0,0.171875,4.766880819160078E-8,1000.0,72.5,51.86720248680285,15.902140672782858,15.644171779141086,1000.0,1091792.0,30.0,712.0666666666667,404.9944492888788,173001.60000000003,169736.95285843854,3.533333333333333,3.0595619850282305,37.03333333333333,12.164060498702396,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2000.0,0.75,2.1212646970525386E-7,2000.0,75.4,52.375882062550204,22.151898734177202,9.890109890109898,2000.0,1099600.0,30.0,1454.0499999999997,766.1689291312339,173131.73333333328,169866.31095028788,2.7,3.0303066875631015,26.466666666666665,12.574559245949143,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3000.0,1.1875,3.3710970051793593E-7,3000.0,73.5,43.708524865962566,9.863945578231299,1.1194029850746279,3000.0,1104272.0,30.0,2140.8999999999996,1173.3743705907857,173209.59999999998,169943.79907259668,2.2333333333333334,2.8609539442752947,21.76666666666667,11.174735461910416,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4000.0,1.671875,4.7521833847794273E-7,4000.0,71.5,45.24222151346656,13.109756097560954,8.94568690095844,4000.0,1102152.0,30.0,2814.5166666666682,1582.0948619662122,173174.2666666667,169909.20929758655,2.1,3.1332477366640425,21.63333333333333,13.971605030433576,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5000.0,2.125,6.047834176570177E-7,5000.0,75.0,40.05371187416076,27.74566473988439,18.300653594771255,5000.0,1105280.0,30.0,3578.5166666666664,1906.1786912845669,173226.4,169960.74501625766,1.4000000000000006,2.429701272967949,20.400000000000002,15.35914868330475,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6000.0,2.546875,7.248925976455212E-7,6000.0,74.3,39.24579684929176,18.927444794952667,15.460526315789485,6000.0,1100512.0,30.0,3958.4166666666665,2453.6117776962433,173146.93333333332,169881.64543326668,2.6,3.2120462915889525,21.9,14.777312526885305,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7000.0,2.984375,8.487865690969759E-7,7000.0,76.7,48.32946728346056,18.815331010452976,18.531468531468544,7000.0,1094648.0,30.0,4516.233333333334,2917.281967898542,173049.2,169784.02093235782,2.900000000000001,3.262641197895793,22.833333333333332,19.129474159244296,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8000.0,3.453125,9.814806334260438E-7,8000.0,71.0,39.300066979236426,12.650602409638534,9.374999999999975,8000.0,1094240.0,30.0,5337.583333333332,3360.3338932751585,173034.8,169785.050825518,2.733333333333333,3.3624019876327664,24.033333333333335,15.592843923069179,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9000.0,3.859375,1.0976424285521112E-6,9000.0,75.3,50.74854239613325,27.1386430678466,22.57053291536049,9000.0,1105280.0,30.0,6145.650000000001,3590.1674236253966,173226.40000000005,169960.74501625766,1.4666666666666666,2.9093586606143895,16.933333333333337,16.90120039265388,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10000.0,4.234375,1.2043440559258065E-6,10000.0,75.3,39.08454177764626,17.940199335548186,14.236111111111121,10000.0,1099872.0,30.0,6740.666666666664,4026.695952488257,173136.26666666663,169870.88033990143,1.6333333333333333,2.697167522360849,16.933333333333337,14.724910475305007,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
11000.0,4.609375,1.3106141705065966E-6,11000.0,77.60000000000001,44.94353025033489,21.678321678321698,15.47169811320756,11000.0,1095424.0,30.0,7488.000000000001,4338.941486162146,173062.13333333345,169797.08375841813,1.7333333333333332,2.863965581248265,15.4,14.351739051177855,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12000.0,5.0,1.4224278533624279E-6,12000.0,74.6,34.87129388174781,16.447368421052644,1.1673151750972772,12000.0,1106464.0,30.0,8198.999999999998,4881.167163840625,173246.1333333333,169980.6258303482,2.566666666666667,3.682983548170145,19.599999999999998,18.88732470422316,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13000.0,5.421875,1.543276561682837E-6,13000.0,73.0,49.67043454919621,20.821114369501455,19.16167664670657,13000.0,1107288.0,30.0,8917.949999999999,5304.735202979392,173259.86666666673,169994.47075349707,2.1,3.5559566344665816,20.700000000000003,15.959323293924465,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
14000.0,5.859375,1.6674285870976747E-6,14000.0,74.1,58.63267411810929,20.79510703363913,34.263959390862944,14000.0,1096928.0,30.0,8850.283333333331,6064.384259245559,173087.20000000004,169822.38930676258,2.4666666666666663,3.3603502827813205,20.733333333333334,16.733063147518763,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15000.0,6.34375,1.804692146833986E-6,15000.0,73.9,49.3134989221836,12.416107382550345,15.806451612903238,15000.0,1095408.0,30.0,8943.516666666668,6733.465553164263,173054.1333333333,169789.01634391068,3.4666666666666677,4.232333124667873,20.866666666666664,14.557219641063362,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
16000.0,6.84375,1.946926834837844E-6,16000.0,68.89999999999999,54.846783958557765,11.898016997167119,21.85929648241205,16000.0,1100656.0,30.0,9569.450000000003,7209.511355182714,173804.4,170240.39166149034,2.6333333333333333,3.134714784730693,22.733333333333338,16.014935557770446,1.1333333333333335,0.7302967433402214,1.0666666666666669,0.3651483716701107,1.0666666666666669,0.3651483716701107,0.06666666666666667,0.3651483716701107,0.0,0.0,0.0,0.0,1.0,0.0
17000.0,7.25,2.063784793588436E-6,17000.0,69.69999999999999,48.69380871426345,7.9027355623100055,8.45921450151055,17000.0,1111904.0,30.0,10347.25,7510.884051929268,174148.13333333342,170275.91067973303,2.4,3.756373893475756,21.866666666666667,18.683818064605116,1.2666666666666668,0.8683449709106095,1.1333333333333335,0.43417248545530474,1.1333333333333335,0.43417248545530474,0.13333333333333333,0.43417248545530474,0.0,0.0,0.0,0.0,1.0,0.0
18000.0,7.671875,2.1851783256149954E-6,18000.0,70.0,52.34161530151871,10.714285714285692,19.35483870967741,18000.0,1112280.0,30.0,10637.850000000002,8085.033850699027,174076.26666666666,170357.93365355002,2.666666666666666,3.726265888428302,20.533333333333328,14.476457304601634,1.2000000000000004,0.8051557998728974,1.1,0.4025778999364487,1.1,0.4025778999364487,0.1,0.4025778999364487,0.0,0.0,0.0,0.0,1.0,0.0
18159.0,7.859375,2.239340166043904E-6,18159.0,68.89999999999999,50.264350573958986,7.164179104477586,15.027322404371567,18159.0,1116592.0,30.0,10767.516666666668,8111.48785175747,174148.13333333333,170429.21790082534,0.3,0.7022132498578065,2.8,2.7593102586422344,1.2000000000000004,0.8051557998728974,1.1,0.4025778999364487,1.1,0.4025778999364487,0.1,0.4025778999364487,0.0,0.0,0.0,0.0,1.0,0.0
