learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead,splits
1000.0,0.015625,1.5628756955266E-10,1000.0,61.1,60.365897146955916,5.582524271844664,52.034525277435264,1000.0,38664.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2000.0,0.015625,1.5628756955266E-10,2000.0,64.1,61.11954062574796,30.82851637764933,46.49776453055141,2000.0,92600.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0
3000.0,0.015625,1.5628756955266E-10,3000.0,74.3,72.63512074619874,33.933161953727506,65.27027027027027,3000.0,167576.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0,3.0
4000.0,0.03125,1.1423900206055906E-9,4000.0,77.3,77.15608332494716,18.637992831541233,75.05494505494505,4000.0,243952.0,13.0,7.0,7.0,5.0,0.0,0.0,1.0,6.0
5000.0,0.03125,1.1423900206055906E-9,5000.0,74.8,74.65951233639296,26.315789473684205,72.69772481040087,5000.0,293024.0,13.0,7.0,7.0,5.0,0.0,0.0,1.0,6.0
6000.0,0.09375,6.6613817277054E-9,6000.0,65.0,64.96850668751208,24.07809110629067,63.880288957688336,6000.0,341336.0,15.0,8.0,8.0,6.0,0.0,0.0,1.0,7.0
7000.0,0.15625,9.970163874742058E-9,7000.0,65.60000000000001,63.7136543198156,29.36344969199179,57.791411042944794,7000.0,204640.0,13.0,5.0,4.0,3.0,0.0,0.0,1.0,8.0
8000.0,0.1875,1.1948383568475644E-8,8000.0,53.800000000000004,48.514326278755924,-1.0940919037199135,43.173431734317354,8000.0,244696.0,15.0,6.0,5.0,3.0,0.0,0.0,1.0,9.0
9000.0,0.21875,1.395111515497168E-8,9000.0,57.099999999999994,51.98151792130341,16.860465116279062,44.78764478764478,9000.0,247728.0,15.0,6.0,5.0,3.0,0.0,0.0,1.0,9.0
10000.0,0.234375,1.4952480948219696E-8,10000.0,75.1,75.08953760579443,38.669950738916256,74.79757085020243,10000.0,247728.0,15.0,6.0,5.0,3.0,0.0,0.0,1.0,9.0
