learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
1000.0,1.03125,1.2960527480269472E-6,1000.0,69.89999999999999,69.14779232466772,26.941747572815526,62.88532675709002,1000.0,4881744.0,5613.599999999999,1361.0747035772683,98610.6,47393.489627985284,8.149999999999999,4.6163033273666505,4.575,2.3081516636833252,4.575,2.3081516636833252,2.6750000000000003,1.7597712555314886,0.0,0.0,0.0,0.0,1.0,0.0
2000.0,2.46875,4.096808261238039E-6,2000.0,77.9,75.26315082538247,57.41811175337187,67.06408345752608,2000.0,7531296.0,11490.050000000003,1110.3242527090208,160326.20000000007,56969.51031200588,13.149999999999999,5.627542160591138,7.074999999999999,2.813771080295569,7.074999999999999,2.813771080295569,3.9249999999999994,1.3471241923978612,0.0,0.0,0.0,0.0,1.0,0.0
3000.0,4.21875,9.086630242462787E-6,3000.0,80.2,78.84118061937635,49.100257069408755,73.24324324324326,3000.0,1.102172E7,17204.049999999996,6370.79506349291,245635.19999999995,110827.82117510257,20.899999999999995,10.897659122902237,10.949999999999998,5.448829561451118,10.949999999999998,5.448829561451118,5.1499999999999995,2.0945594971686736,0.0,0.0,0.0,0.0,1.0,0.0
4000.0,6.078125,1.668009176177697E-5,4000.0,87.4,87.30171527623808,54.83870967741936,86.15384615384616,4000.0,1.5786112E7,24602.625000000004,8055.015417029922,363263.4,167934.57940287495,30.650000000000013,15.257700871934668,15.825000000000006,7.628850435967334,15.825000000000006,7.628850435967334,7.05,2.297713467664578,0.0,0.0,0.0,0.0,1.0,0.0
5000.0,8.0,2.582932654250827E-5,5000.0,84.7,84.60397499202526,55.263157894736835,83.42361863488624,5000.0,1.8401872E7,29786.250000000004,13630.935326844427,423396.80000000005,229483.81731440185,35.600000000000016,20.661868756548152,18.300000000000008,10.330934378274076,18.300000000000008,10.330934378274076,7.125,3.443220764163871,0.0,0.0,0.0,0.0,1.0,0.0
6000.0,10.421875,3.090840706136078E-5,6000.0,81.0,80.97877230989785,58.78524945770066,80.3921568627451,6000.0,8106544.0,14147.574999999999,15384.869091694922,177310.8,228878.34010134885,13.750000000000002,19.921319593816428,7.375,9.960659796908214,7.375,9.960659796908214,3.0749999999999993,3.5690083374546084,0.0,0.0,0.0,0.0,1.0,0.0
7000.0,12.625,3.617587140373265E-5,7000.0,79.80000000000001,79.14408135873214,58.52156057494867,75.21472392638037,7000.0,9241976.0,14618.150000000001,14035.996212212041,200755.0,163191.22842880545,16.149999999999995,13.862974113877991,8.574999999999998,6.9314870569389955,8.574999999999998,6.9314870569389955,4.05,2.809781449663264,0.0,0.0,0.0,0.0,1.0,0.0
8000.0,15.0,4.549261237520518E-5,8000.0,83.1,82.46722460315237,63.01969365426695,79.21279212792128,8000.0,1.5163616E7,21352.2,12534.716799394617,354118.60000000003,188415.8593652581,30.6,17.2356220272628,15.8,8.6178110136314,15.8,8.6178110136314,6.750000000000002,2.6866240373280212,0.0,0.0,0.0,0.0,1.0,0.0
9000.0,17.375,5.775283973586436E-5,9000.0,80.4,79.3452224761917,62.015503875969,74.77477477477478,9000.0,1.9954336E7,28305.324999999997,17014.12392824011,470376.80000000005,283628.2253983648,41.70000000000001,25.510379988927784,21.350000000000005,12.755189994463892,21.350000000000005,12.755189994463892,7.649999999999998,3.423523451141063,0.0,0.0,0.0,0.0,1.0,0.0
10000.0,19.578125,7.224754401249812E-5,10000.0,84.7,84.69853105898166,62.315270935960584,84.51417004048582,10000.0,2.5431536E7,38653.55,17830.203612668887,599646.0,298348.0200866784,55.05,27.78484183682599,28.025,13.892420918412995,28.025,13.892420918412995,9.000000000000004,2.819347078441735,0.0,0.0,0.0,0.0,1.0,0.0
11000.0,22.328125,8.60590107105155E-5,11000.0,81.2,81.17562243104821,60.08492569002124,80.47767393561787,11000.0,1.9413752E7,27253.175000000007,26815.33762691629,457661.6,418012.12551256,42.8,40.032807059031484,21.9,20.016403529515742,21.9,20.016403529515742,6.4,4.700245492770319,0.0,0.0,0.0,0.0,1.0,0.0
12000.0,24.921875,9.930178784998134E-5,12000.0,78.10000000000001,77.69241817242845,53.69978858350952,74.20494699646643,12000.0,1.9735736E7,26543.475,27659.21733600545,463224.5999999999,462248.7693939216,43.14999999999999,45.6753033195548,22.074999999999996,22.8376516597774,22.074999999999996,22.8376516597774,6.824999999999998,4.2055366437041615,0.0,0.0,0.0,0.0,1.0,0.0
