learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead,splits
1000.0,0.0,0.0,1000.0,61.1,60.365897146955916,5.582524271844664,52.034525277435264,1000.0,38664.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2000.0,0.0,0.0,2000.0,64.1,61.11954062574796,30.82851637764933,46.49776453055141,2000.0,92600.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0
3000.0,0.0,0.0,3000.0,74.3,72.63512074619874,33.933161953727506,65.27027027027027,3000.0,167576.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0,3.0
4000.0,0.015625,9.861024510529307E-10,4000.0,77.3,77.15608332494716,18.637992831541233,75.05494505494505,4000.0,243952.0,13.0,7.0,7.0,5.0,0.0,0.0,1.0,6.0
5000.0,0.03125,2.1705636754632E-9,5000.0,74.8,74.65951233639296,26.315789473684205,72.69772481040087,5000.0,293024.0,13.0,7.0,7.0,5.0,0.0,0.0,1.0,6.0
6000.0,0.046875,3.5503116022381522E-9,6000.0,65.0,64.96850668751208,24.07809110629067,63.880288957688336,6000.0,341336.0,15.0,8.0,8.0,6.0,0.0,0.0,1.0,7.0
7000.0,0.0625,4.377507138997317E-9,7000.0,65.60000000000001,63.7136543198156,29.36344969199179,57.791411042944794,7000.0,204640.0,13.0,5.0,4.0,3.0,0.0,0.0,1.0,8.0
8000.0,0.0625,4.377507138997317E-9,8000.0,53.800000000000004,48.514326278755924,-1.0940919037199135,43.173431734317354,8000.0,244696.0,15.0,6.0,5.0,3.0,0.0,0.0,1.0,9.0
9000.0,0.0625,4.377507138997317E-9,9000.0,57.099999999999994,51.98151792130341,16.860465116279062,44.78764478764478,9000.0,247728.0,15.0,6.0,5.0,3.0,0.0,0.0,1.0,9.0
10000.0,0.0625,4.377507138997317E-9,10000.0,75.1,75.08953760579443,38.669950738916256,74.79757085020243,10000.0,247728.0,15.0,6.0,5.0,3.0,0.0,0.0,1.0,9.0
11000.0,0.109375,7.867347449064256E-9,11000.0,47.599999999999994,47.173904715434695,-11.252653927813174,45.586708203530634,11000.0,287784.0,17.0,7.0,6.0,4.0,0.0,0.0,1.0,10.0
12000.0,0.109375,7.867347449064256E-9,12000.0,48.5,47.517314190910604,-8.879492600422841,39.340400471142516,12000.0,327432.0,19.0,8.0,7.0,4.0,0.0,0.0,1.0,11.0
13000.0,0.125,9.581336699840097E-9,13000.0,69.3,68.84371622410197,39.32806324110671,64.09356725146198,13000.0,424024.0,23.0,10.0,9.0,4.0,0.0,0.0,1.0,13.0
14000.0,0.125,9.581336699840097E-9,14000.0,59.9,59.06885211096525,37.14733542319749,53.20886814469078,14000.0,432664.0,23.0,10.0,9.0,4.0,0.0,0.0,1.0,13.0
15000.0,0.203125,1.8413217427829903E-8,15000.0,68.5,68.21103833849695,44.736842105263165,64.96106785317019,15000.0,436984.0,23.0,10.0,9.0,4.0,0.0,0.0,1.0,13.0
16000.0,0.203125,1.8413217427829903E-8,16000.0,80.7,80.67903675487905,-119.31818181818184,80.08255933952529,16000.0,437016.0,25.0,11.0,10.0,5.0,0.0,0.0,1.0,14.0
17000.0,0.28125,2.7855146779782244E-8,17000.0,84.2,84.10213272908021,-222.44897959183652,82.80739934711643,17000.0,467168.0,29.0,13.0,12.0,6.0,0.0,0.0,1.0,16.0
18000.0,0.3125,3.189268884145551E-8,18000.0,84.0,83.84654215042907,-433.333333333333,82.68398268398268,18000.0,499424.0,31.0,14.0,13.0,7.0,0.0,0.0,1.0,17.0
19000.0,0.34375,3.595842928108242E-8,19000.0,84.6,84.5378886989035,-599.9999999999994,83.97502601456816,19000.0,502912.0,33.0,15.0,14.0,7.0,0.0,0.0,1.0,18.0
20000.0,0.375,4.0319670612613363E-8,20000.0,81.8,81.79098653833647,-766.6666666666662,81.63471241170535,20000.0,539464.0,33.0,15.0,14.0,7.0,0.0,0.0,1.0,18.0
21000.0,0.40625,4.4680911944144305E-8,21000.0,81.8,81.8,-599.9999999999995,81.8,21000.0,539464.0,33.0,15.0,14.0,7.0,0.0,0.0,1.0,18.0
22000.0,0.421875,4.701115863604678E-8,22000.0,82.89999999999999,82.89999999999999,-1454.5454545454536,82.89999999999999,22000.0,576480.0,35.0,16.0,15.0,8.0,0.0,0.0,1.0,19.0
23000.0,0.453125,5.1671652019851735E-8,23000.0,88.4,88.4,-624.9999999999993,88.4,23000.0,576480.0,35.0,16.0,15.0,8.0,0.0,0.0,1.0,19.0
24000.0,0.46875,5.400189871175421E-8,24000.0,90.3,90.3,-259.25925925925884,90.3,24000.0,576480.0,35.0,16.0,15.0,8.0,0.0,0.0,1.0,19.0
25000.0,0.5,5.724497087713744E-8,25000.0,92.30000000000001,92.30000000000001,-249.99999999999952,92.30000000000001,25000.0,401152.0,32.0,12.0,10.0,4.0,0.0,0.0,1.0,20.0
26000.0,0.53125,6.048804304252067E-8,26000.0,89.5,89.5,-262.068965517241,89.5,26000.0,401152.0,32.0,12.0,10.0,4.0,0.0,0.0,1.0,20.0
27000.0,0.546875,6.211333028558227E-8,27000.0,92.7,92.7,-160.71428571428532,92.7,27000.0,402080.0,34.0,13.0,11.0,5.0,0.0,0.0,1.0,21.0
28000.0,0.5625,6.373877921659084E-8,28000.0,83.6,83.6,-256.5217391304345,83.6,28000.0,402120.0,36.0,14.0,12.0,6.0,0.0,0.0,1.0,22.0
29000.0,0.578125,6.551369248578944E-8,29000.0,86.8,86.8,-288.23529411764673,86.8,29000.0,439096.0,36.0,14.0,12.0,6.0,0.0,0.0,1.0,22.0
30000.0,0.59375,6.729051367276243E-8,30000.0,87.3,87.3,-309.6774193548383,87.3,30000.0,439568.0,38.0,15.0,13.0,6.0,0.0,0.0,1.0,23.0
31000.0,0.625,7.084415604670841E-8,31000.0,85.8,85.8,-246.34146341463386,85.8,31000.0,439568.0,38.0,15.0,13.0,6.0,0.0,0.0,1.0,23.0
32000.0,0.640625,7.262097723368139E-8,32000.0,85.6,85.6,-323.52941176470557,85.6,32000.0,439568.0,38.0,15.0,13.0,6.0,0.0,0.0,1.0,23.0
33000.0,0.671875,7.61609731449021E-8,33000.0,81.6,81.6,-411.1111111111108,81.6,33000.0,437880.0,40.0,16.0,14.0,7.0,0.0,0.0,1.0,24.0
34000.0,0.6875,7.806837351785762E-8,34000.0,84.0,84.0,-290.2439024390241,84.0,34000.0,471872.0,42.0,17.0,15.0,7.0,0.0,0.0,1.0,25.0
35000.0,0.703125,7.998450503995018E-8,35000.0,85.9,85.9,-340.62499999999966,85.82914572864323,35000.0,474032.0,42.0,17.0,15.0,7.0,0.0,0.0,1.0,25.0
36000.0,0.734375,8.381676808413529E-8,36000.0,78.7,78.7,-587.0967741935477,78.5929648241206,36000.0,474032.0,42.0,17.0,15.0,7.0,0.0,0.0,1.0,25.0
37000.0,0.75,8.573289960622784E-8,37000.0,84.7,84.7,-537.4999999999995,84.54545454545455,37000.0,474032.0,42.0,17.0,15.0,7.0,0.0,0.0,1.0,25.0
38000.0,0.78125,8.956516265041295E-8,38000.0,83.8,83.8,-752.6315789473679,83.8,38000.0,474032.0,42.0,17.0,15.0,7.0,0.0,0.0,1.0,25.0
39000.0,0.796875,9.14812941725055E-8,39000.0,91.2,91.2,-779.9999999999989,91.2,39000.0,474032.0,42.0,17.0,15.0,7.0,0.0,0.0,1.0,25.0
40000.0,0.8125,9.339742569459806E-8,40000.0,94.5,94.5,-1275.0,94.5,40000.0,474032.0,42.0,17.0,15.0,7.0,0.0,0.0,1.0,25.0
41000.0,0.84375,9.721953473571271E-8,41000.0,96.6,96.6,-466.6666666666667,96.6,41000.0,472776.0,44.0,18.0,16.0,7.0,0.0,0.0,1.0,26.0
