learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),ensemble size,change detections,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
1000.0,0.4375,1.3314769603312016E-7,1000.0,61.4,60.73205220805909,6.310679611650491,52.404438964241685,1000.0,1192616.0,20.0,3.0,5121.700000000001,2103.656393295405,38519.200000000004,403.1864659382673,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2000.0,0.578125,1.879691262729466E-7,2000.0,60.099999999999994,57.214319798832236,23.121387283236995,40.536512667660205,2000.0,1507968.0,20.0,9.0,8464.5,4205.213962889904,54156.0,8999.38692648736,1.1,0.4472135954999579,1.05,0.22360679774997896,1.05,0.22360679774997896,0.049999999999999996,0.22360679774997896,0.0,0.0,0.0,0.0,1.0,0.0
3000.0,1.09375,4.691403592005372E-7,3000.0,68.10000000000001,66.44224700189355,17.994858611825208,56.8918918918919,3000.0,2107848.0,20.0,16.0,11656.900000000001,6478.945543674121,84046.79999999999,31961.437214243044,2.7,1.7501879598308412,1.85,0.8750939799154206,1.85,0.8750939799154206,0.8499999999999999,0.8750939799154206,0.0,0.0,0.0,0.0,1.0,0.0
4000.0,1.53125,6.827556191840105E-7,4000.0,70.39999999999999,70.22582105316098,-6.093189964157711,67.47252747252746,4000.0,1887368.0,20.0,22.0,13224.199999999997,7945.900542517439,72854.8,30799.466874401714,2.0,1.521771820505364,1.5000000000000002,0.760885910252682,1.5000000000000002,0.760885910252682,0.5,0.760885910252682,0.0,0.0,0.0,0.0,1.0,0.0
5000.0,1.96875,8.828977459213799E-7,5000.0,69.8,69.68328063042713,11.695906432748517,67.28060671722643,5000.0,1768328.0,20.0,32.0,13378.050000000001,9195.480173919543,66922.80000000002,30336.955822716845,1.8,1.6415653633362466,1.4000000000000004,0.8207826816681232,1.4000000000000004,0.8207826816681232,0.4000000000000001,0.8207826816681233,0.0,0.0,0.0,0.0,1.0,0.0
6000.0,2.421875,1.0662722828177113E-6,6000.0,65.60000000000001,65.56477276253607,25.379609544468547,64.49948400412796,6000.0,1564312.0,20.0,40.0,11374.750000000002,8207.33810219149,56762.0,18836.771541462807,1.2000000000000002,0.8944271909999157,1.1000000000000003,0.44721359549995787,1.1000000000000003,0.44721359549995787,0.09999999999999999,0.44721359549995787,0.0,0.0,0.0,0.0,1.0,0.0
7000.0,2.921875,1.2657615783003469E-6,7000.0,62.3,61.19442929048594,22.587268993839835,53.74233128834356,7000.0,1542240.0,20.0,50.0,9328.450000000003,9385.511642251695,55851.59999999999,21154.518597565315,1.2000000000000002,0.8944271909999157,1.1000000000000003,0.44721359549995787,1.1000000000000003,0.44721359549995787,0.09999999999999999,0.44721359549995787,0.0,0.0,0.0,0.0,1.0,0.0
8000.0,3.5,1.6846338662111924E-6,8000.0,71.1,70.39695733986444,36.76148796498905,64.45264452644527,8000.0,2800672.0,20.0,59.0,9920.499999999998,9707.004711736994,118540.40000000002,36156.055627908594,4.5,1.820930936000652,2.75,0.910465468000326,2.75,0.910465468000326,1.55,0.6863327411532597,0.0,0.0,0.0,0.0,1.0,0.0
9000.0,3.9375,2.019070897303108E-6,9000.0,70.8,69.40832345040586,43.410852713178286,62.41956241956241,9000.0,2954872.0,20.0,65.0,9214.7,5124.513965143169,126262.00000000001,47032.1156210251,5.0,2.3395906074624078,3.0,1.1697953037312039,3.0,1.1697953037312039,1.7,0.8645047258706174,0.0,0.0,0.0,0.0,1.0,0.0
10000.0,4.359375,2.4113666667189034E-6,10000.0,80.9,80.9,52.95566502463056,80.668016194332,10000.0,3594448.0,20.0,66.0,15211.35,5139.1898222334,158003.60000000003,41986.44420637138,6.5,2.039091645032686,3.75,1.019545822516343,3.75,1.019545822516343,2.1,0.6407232755171874,0.0,0.0,0.0,0.0,1.0,0.0
11000.0,4.78125,2.6716553192171784E-6,11000.0,71.3,71.27023596445918,39.065817409766446,70.19730010384215,11000.0,2384920.0,20.0,81.0,9800.199999999999,9406.298134201024,97840.00000000001,70452.87999641658,3.6,3.37794705639231,2.3,1.688973528196155,2.3,1.688973528196155,1.0,1.2139539573337679,0.0,0.0,0.0,0.0,1.0,0.0
12000.0,5.265625,2.9582320712506767E-6,12000.0,70.3,69.86313601974217,37.20930232558138,65.01766784452296,12000.0,2286976.0,20.0,91.0,8492.149999999998,6576.224306865644,93021.99999999999,53783.89267781709,3.3000000000000003,2.773938867766423,2.1500000000000004,1.3869694338832115,2.1500000000000004,1.3869694338832115,1.05,1.2343760409722462,0.0,0.0,0.0,0.0,1.0,0.0
13000.0,5.703125,3.2744224235001535E-6,13000.0,70.7,70.14149669569292,42.09486166007905,65.73099415204678,13000.0,2793656.0,20.0,93.0,13354.65,6093.340482811845,118134.40000000001,65033.028879987316,4.2,3.1388901826835816,2.6,1.5694450913417908,2.6,1.5694450913417908,1.4499999999999997,1.3562719801759993,0.0,0.0,0.0,0.0,1.0,0.0
14000.0,6.25,3.583403562919961E-6,14000.0,59.9,59.11063072616868,37.14733542319749,53.20886814469078,14000.0,2183968.0,20.0,114.0,8686.650000000003,8873.969611201423,87843.20000000001,50330.75238815624,2.8000000000000003,2.330574810506717,1.9,1.1652874052533586,1.9,1.1652874052533586,0.85,1.0894228312566052,0.0,0.0,0.0,0.0,1.0,0.0
15000.0,6.671875,3.83272152652757E-6,15000.0,69.1,68.81018423188266,45.78947368421051,65.62847608453836,15000.0,2284400.0,20.0,124.0,8251.75,9072.208411435791,92893.2,52394.73029508537,3.3000000000000003,2.3642067769572366,2.1499999999999995,1.1821033884786183,2.1499999999999995,1.1821033884786183,1.1,1.0711528467275955,0.0,0.0,0.0,0.0,1.0,0.0
16000.0,7.0625,4.054207335381458E-6,16000.0,86.7,86.68596700922772,-51.136363636363704,86.27450980392157,16000.0,2191736.0,20.0,129.0,11939.9,10068.540828269324,88120.0,56728.8504415615,3.0,2.5955427380922007,1.9999999999999998,1.2977713690461004,1.9999999999999998,1.2977713690461004,0.9500000000000002,1.190974832912761,0.0,0.0,0.0,0.0,1.0,0.0
17000.0,7.390625,4.199906640375654E-6,17000.0,80.80000000000001,80.62105482020982,-291.8367346938771,79.10772578890098,17000.0,1716408.0,20.0,139.0,9414.199999999999,6511.421314647218,64531.2,53064.10574866275,2.1999999999999997,2.858044970365508,1.5999999999999999,1.429022485182754,1.5999999999999999,1.429022485182754,0.55,1.2763022245616642,0.0,0.0,0.0,0.0,1.0,0.0
18000.0,7.75,4.401071152339379E-6,18000.0,88.0,87.89976162530402,-299.99999999999966,87.01298701298701,18000.0,2163744.0,20.0,145.0,11461.550000000001,7452.1083803953015,86671.99999999999,56687.42296600116,3.6,3.315037508718495,2.299999999999999,1.6575187543592478,2.299999999999999,1.6575187543592478,1.0999999999999999,1.3337718577107005,0.0,0.0,0.0,0.0,1.0,0.0
19000.0,8.046875,4.605776145278165E-6,19000.0,92.80000000000001,92.79128466315775,-227.27272727272677,92.50780437044746,19000.0,2665368.0,20.0,149.0,13064.55,7952.395967816703,111678.00000000001,54723.47424335518,4.8999999999999995,2.86356421265527,2.9499999999999997,1.431782106327635,2.9499999999999997,1.431782106327635,1.65,1.0894228312566052,0.0,0.0,0.0,0.0,1.0,0.0
20000.0,8.3125,4.781070327024078E-6,20000.0,89.0,88.99801964353584,-423.8095238095233,88.90010090817356,20000.0,2550944.0,20.0,155.0,17953.35,9345.012130177141,106161.59999999999,56978.460379339835,4.699999999999999,3.0625067132042427,2.8499999999999996,1.5312533566021214,2.8499999999999996,1.5312533566021214,1.6,1.187655806953123,0.0,0.0,0.0,0.0,1.0,0.0
21000.0,8.53125,4.9294033669866616E-6,21000.0,86.5,86.5,-419.23076923076883,86.5,21000.0,2621152.0,20.0,157.0,23809.850000000002,9686.739597457306,109443.2,60291.5679690653,4.800000000000001,3.172248082155121,2.9000000000000004,1.5861240410775606,2.9000000000000004,1.5861240410775606,1.65,1.2258187382102494,0.0,0.0,0.0,0.0,1.0,0.0
22000.0,8.765625,5.0644771545194085E-6,22000.0,92.7,92.7,-563.6363636363626,92.7,22000.0,2227728.0,20.0,164.0,19975.100000000002,16145.447564007176,90019.2,69427.88758780771,3.8000000000000003,3.6360765436908706,2.4000000000000004,1.8180382718454353,2.4000000000000004,1.8180382718454353,1.1500000000000001,1.4244112357114613,0.0,0.0,0.0,0.0,1.0,0.0
23000.0,9.046875,5.196915881242603E-6,23000.0,93.89999999999999,93.89999999999999,-281.25,93.89999999999999,23000.0,1820224.0,20.0,171.0,13031.449999999999,13045.996213700766,69698.0,51222.609078824804,2.8000000000000003,2.820974075889764,1.8999999999999997,1.4104870379448817,1.8999999999999997,1.4104870379448817,0.75,1.1180339887498947,0.0,0.0,0.0,0.0,1.0,0.0
24000.0,9.3125,5.299514773974401E-6,24000.0,85.0,85.0,-455.5555555555552,85.0,24000.0,1493056.0,20.0,178.0,10765.849999999997,8915.657039725116,53298.799999999996,41400.72695217345,1.9499999999999997,2.235479461111784,1.45,1.1459310165698642,1.45,1.1459310165698642,0.45000000000000007,0.9445132413883327,0.0,0.0,0.0,0.0,1.0,0.0
25000.0,9.546875,5.3878128851970855E-6,25000.0,87.6,87.6,-463.6363636363631,87.6,25000.0,1456272.0,20.0,185.0,13417.099999999999,10569.313207284767,51487.2,37625.046430606075,1.8,2.0925934551223877,1.4000000000000001,1.0462967275611939,1.4000000000000001,1.0462967275611939,0.35,0.8750939799154206,0.0,0.0,0.0,0.0,1.0,0.0
26000.0,9.8125,5.490051698870956E-6,26000.0,86.2,86.2,-375.86206896551687,86.2,26000.0,1487816.0,20.0,191.0,15680.099999999999,12485.655765085408,52878.399999999994,51579.026637619005,1.9,2.936162909577557,1.4499999999999997,1.4680814547887786,1.4499999999999997,1.4680814547887786,0.30000000000000004,0.9787209698591857,0.0,0.0,0.0,0.0,1.0,0.0
27000.0,10.046875,5.571684547855207E-6,27000.0,88.6,88.6,-307.14285714285677,88.6,27000.0,1346344.0,20.0,197.0,13276.75,10231.324387569979,46036.0,32961.25582686756,1.5999999999999999,1.9574419397183713,1.3000000000000003,0.9787209698591857,1.3000000000000003,0.9787209698591857,0.25,0.7863975156570492,0.0,0.0,0.0,0.0,1.0,0.0
28000.0,10.28125,5.646379528722414E-6,28000.0,76.9,76.9,-402.1739130434778,76.9,28000.0,1231920.0,20.0,206.0,10917.650000000001,9291.6439102703,40519.6,15899.833929619319,1.4000000000000001,1.2311740225021848,1.2000000000000002,0.6155870112510924,1.2000000000000002,0.6155870112510924,0.19999999999999998,0.6155870112510924,0.0,0.0,0.0,0.0,1.0,0.0
29000.0,10.4375,5.698867963575239E-6,29000.0,81.2,81.2,-452.9411764705876,81.2,29000.0,1298512.0,20.0,216.0,12430.450000000003,11191.85444148885,43738.4,21426.029085154692,1.4000000000000001,1.2311740225021848,1.2000000000000002,0.6155870112510924,1.2000000000000002,0.6155870112510924,0.19999999999999998,0.6155870112510924,0.0,0.0,0.0,0.0,1.0,0.0
30000.0,10.578125,5.746322632249857E-6,30000.0,82.1,82.1,-477.41935483870935,82.1,30000.0,1304424.0,20.0,220.0,17279.800000000003,12406.262194638048,43933.2,21348.256858705423,1.4000000000000001,1.2311740225021848,1.2000000000000002,0.6155870112510924,1.2000000000000002,0.6155870112510924,0.19999999999999998,0.6155870112510924,0.0,0.0,0.0,0.0,1.0,0.0
31000.0,10.75,5.804050306323915E-6,31000.0,80.4,80.4,-378.0487804878043,80.4,31000.0,1298296.0,20.0,226.0,21247.8,14997.076190834137,43803.200000000004,21404.692593226526,1.4000000000000001,1.2311740225021848,1.2000000000000002,0.6155870112510924,1.2000000000000002,0.6155870112510924,0.19999999999999998,0.6155870112510924,0.0,0.0,0.0,0.0,1.0,0.0
32000.0,10.96875,5.887395398329115E-6,32000.0,79.4,79.4,-505.88235294117584,79.4,32000.0,1472768.0,20.0,238.0,16509.55,19707.699370323586,52596.4,28459.45367378872,1.9,1.651155894963793,1.4500000000000002,0.8255779474818964,1.4500000000000002,0.8255779474818964,0.45,0.8255779474818965,0.0,0.0,0.0,0.0,1.0,0.0
33000.0,11.234375,5.981619017095201E-6,33000.0,80.60000000000001,80.60000000000001,-438.8888888888883,80.60000000000001,33000.0,1371176.0,20.0,253.0,13080.800000000001,18159.75213892988,47537.200000000004,25470.248323133903,1.5999999999999999,1.4653901941300929,1.3,0.7326950970650464,1.3,0.7326950970650464,0.3,0.7326950970650465,0.0,0.0,0.0,0.0,1.0,0.0
34000.0,11.453125,6.051468792267971E-6,34000.0,79.10000000000001,79.10000000000001,-409.7560975609751,79.10000000000001,34000.0,1234296.0,20.0,260.0,12211.800000000001,15130.843203971082,40630.40000000001,15874.224928944932,1.3,0.9787209698591857,1.1500000000000004,0.4893604849295929,1.1500000000000004,0.4893604849295929,0.15,0.48936048492959283,0.0,0.0,0.0,0.0,1.0,0.0
35000.0,11.703125,6.143678005577788E-6,35000.0,88.3,88.29976599531992,-265.62499999999966,88.24120603015075,35000.0,1425728.0,20.0,265.0,11488.95,6187.985910532389,50130.4,26713.161066174263,1.5999999999999999,1.4653901941300929,1.3000000000000005,0.7326950970650465,1.3000000000000005,0.7326950970650465,0.30000000000000004,0.7326950970650465,0.0,0.0,0.0,0.0,1.0,0.0
