learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead,splits
1000.0,0.0,0.0,1000.0,61.1,60.365897146955916,5.582524271844664,52.034525277435264,1000.0,38664.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2000.0,0.03125,7.486151945259836E-10,2000.0,64.1,61.11954062574796,30.82851637764933,46.49776453055141,2000.0,92600.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0
3000.0,0.046875,1.4259906796117625E-9,3000.0,74.3,72.63512074619874,33.933161953727506,65.27027027027027,3000.0,167576.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0,3.0
4000.0,0.0625,2.412093130664693E-9,4000.0,77.3,77.15608332494716,18.637992831541233,75.05494505494505,4000.0,243952.0,13.0,7.0,7.0,5.0,0.0,0.0,1.0,6.0
5000.0,0.21875,1.4256705374767383E-8,5000.0,74.8,74.65951233639296,26.315789473684205,72.69772481040087,5000.0,293024.0,13.0,7.0,7.0,5.0,0.0,0.0,1.0,6.0
6000.0,0.359375,2.667443671574195E-8,6000.0,65.0,64.96850668751208,24.07809110629067,63.880288957688336,6000.0,341336.0,15.0,8.0,8.0,6.0,0.0,0.0,1.0,7.0
7000.0,0.375,2.7501632252501116E-8,7000.0,65.60000000000001,63.7136543198156,29.36344969199179,57.791411042944794,7000.0,204640.0,13.0,5.0,4.0,3.0,0.0,0.0,1.0,8.0
8000.0,0.375,2.7501632252501116E-8,8000.0,53.800000000000004,48.514326278755924,-1.0940919037199135,43.173431734317354,8000.0,244696.0,15.0,6.0,5.0,3.0,0.0,0.0,1.0,9.0
9000.0,0.375,2.7501632252501116E-8,9000.0,57.099999999999994,51.98151792130341,16.860465116279062,44.78764478764478,9000.0,247728.0,15.0,6.0,5.0,3.0,0.0,0.0,1.0,9.0
10000.0,0.375,2.7501632252501116E-8,10000.0,75.1,75.08953760579443,38.669950738916256,74.79757085020243,10000.0,247728.0,15.0,6.0,5.0,3.0,0.0,0.0,1.0,9.0
11000.0,0.375,2.7501632252501116E-8,11000.0,47.599999999999994,47.173904715434695,-11.252653927813174,45.586708203530634,11000.0,287784.0,17.0,7.0,6.0,4.0,0.0,0.0,1.0,10.0
12000.0,0.375,2.7501632252501116E-8,12000.0,48.5,47.517314190910604,-8.879492600422841,39.340400471142516,12000.0,327432.0,19.0,8.0,7.0,4.0,0.0,0.0,1.0,11.0
13000.0,0.375,2.7501632252501116E-8,13000.0,69.3,68.84371622410197,39.32806324110671,64.09356725146198,13000.0,424024.0,23.0,10.0,9.0,4.0,0.0,0.0,1.0,13.0
14000.0,0.421875,3.274837379447288E-8,14000.0,59.9,59.06885211096525,37.14733542319749,53.20886814469078,14000.0,432664.0,23.0,10.0,9.0,4.0,0.0,0.0,1.0,13.0
15000.0,0.4375,3.451474994007084E-8,15000.0,68.5,68.21103833849695,44.736842105263165,64.96106785317019,15000.0,436984.0,23.0,10.0,9.0,4.0,0.0,0.0,1.0,13.0
16000.0,0.4375,3.451474994007084E-8,16000.0,80.7,80.67903675487905,-119.31818181818184,80.08255933952529,16000.0,437016.0,25.0,11.0,10.0,5.0,0.0,0.0,1.0,14.0
17000.0,0.4375,3.451474994007084E-8,17000.0,84.2,84.10213272908021,-222.44897959183652,82.80739934711643,17000.0,467168.0,29.0,13.0,12.0,6.0,0.0,0.0,1.0,16.0
18000.0,0.46875,3.855229200174411E-8,18000.0,84.0,83.84654215042907,-433.333333333333,82.68398268398268,18000.0,499424.0,31.0,14.0,13.0,7.0,0.0,0.0,1.0,17.0
19000.0,0.46875,3.855229200174411E-8,19000.0,84.6,84.5378886989035,-599.9999999999994,83.97502601456816,19000.0,502912.0,33.0,15.0,14.0,7.0,0.0,0.0,1.0,18.0
20000.0,0.46875,3.855229200174411E-8,20000.0,81.8,81.79098653833647,-766.6666666666662,81.63471241170535,20000.0,539464.0,33.0,15.0,14.0,7.0,0.0,0.0,1.0,18.0
21000.0,0.46875,3.855229200174411E-8,21000.0,81.8,81.8,-599.9999999999995,81.8,21000.0,539464.0,33.0,15.0,14.0,7.0,0.0,0.0,1.0,18.0
22000.0,0.515625,4.5543032077451544E-8,22000.0,82.89999999999999,82.89999999999999,-1454.5454545454536,82.89999999999999,22000.0,576480.0,35.0,16.0,15.0,8.0,0.0,0.0,1.0,19.0
23000.0,0.5625,5.253377215315898E-8,23000.0,88.4,88.4,-624.9999999999993,88.4,23000.0,576480.0,35.0,16.0,15.0,8.0,0.0,0.0,1.0,19.0
24000.0,0.59375,5.7194265536963935E-8,24000.0,90.3,90.3,-259.25925925925884,90.3,24000.0,576480.0,35.0,16.0,15.0,8.0,0.0,0.0,1.0,19.0
25000.0,0.625,6.043733770234717E-8,25000.0,92.30000000000001,92.30000000000001,-249.99999999999952,92.30000000000001,25000.0,401152.0,32.0,12.0,10.0,4.0,0.0,0.0,1.0,20.0
26000.0,0.640625,6.205887378503878E-8,26000.0,89.5,89.5,-262.068965517241,89.5,26000.0,401152.0,32.0,12.0,10.0,4.0,0.0,0.0,1.0,20.0
27000.0,0.671875,6.530944827116197E-8,27000.0,92.7,92.7,-160.71428571428532,92.7,27000.0,402080.0,34.0,13.0,11.0,5.0,0.0,0.0,1.0,21.0
28000.0,0.6875,6.693489720217055E-8,28000.0,83.6,83.6,-256.5217391304345,83.6,28000.0,402120.0,36.0,14.0,12.0,6.0,0.0,0.0,1.0,22.0
29000.0,0.71875,7.048472374056775E-8,29000.0,86.8,86.8,-288.23529411764673,86.8,29000.0,439096.0,36.0,14.0,12.0,6.0,0.0,0.0,1.0,22.0
30000.0,0.75,7.403836611451373E-8,30000.0,87.3,87.3,-309.6774193548383,87.3,30000.0,439568.0,38.0,15.0,13.0,6.0,0.0,0.0,1.0,23.0
31000.0,0.765625,7.581518730148671E-8,31000.0,85.8,85.8,-246.34146341463386,85.8,31000.0,439568.0,38.0,15.0,13.0,6.0,0.0,0.0,1.0,23.0
32000.0,0.796875,7.936882967543269E-8,32000.0,85.6,85.6,-323.52941176470557,85.6,32000.0,439568.0,38.0,15.0,13.0,6.0,0.0,0.0,1.0,23.0
33000.0,0.8125,8.113882763104304E-8,33000.0,81.6,81.6,-411.1111111111108,81.6,33000.0,437880.0,40.0,16.0,14.0,7.0,0.0,0.0,1.0,24.0
34000.0,0.828125,8.304622800399857E-8,34000.0,84.0,84.0,-290.2439024390241,84.0,34000.0,471872.0,42.0,17.0,15.0,7.0,0.0,0.0,1.0,25.0
