learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),ensemble size,change detections,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
1000.0,0.171875,3.865822994460662E-8,1000.0,35.0,33.27858755902279,35.0,27.777777777777775,1000.0,885632.0,15.0,0.0,6001.0,69.52697318307483,32720.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2000.0,0.40625,9.220394228274624E-8,2000.0,38.800000000000004,37.90584415584416,38.800000000000004,32.0,2000.0,883112.0,15.0,4.0,8922.199999999999,5214.876401767762,32820.8,228.98134671378148,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3000.0,0.640625,1.4887637613962094E-7,3000.0,48.4,47.59825327510917,48.4,42.666666666666664,3000.0,935728.0,15.0,19.0,3227.4,4545.801419206205,36379.73333333334,9098.708915214813,1.2666666666666668,0.7037315505489967,1.1333333333333335,0.3518657752744984,1.1333333333333335,0.3518657752744984,0.13333333333333336,0.35186577527449836,0.0,0.0,0.0,0.0,1.0,0.0
4000.0,0.96875,2.4378658660377064E-7,4000.0,44.9,43.901445734066385,44.9,38.77777777777777,4000.0,1118088.0,15.0,43.0,3382.2000000000003,4270.80011239112,48493.86666666667,40619.70949791785,2.066666666666667,2.8149262021959873,1.5333333333333332,1.4074631010979934,1.5333333333333332,1.4074631010979934,0.39999999999999997,1.0555973258234952,0.0,0.0,0.0,0.0,1.0,0.0
5000.0,1.21875,3.046485168548922E-7,5000.0,30.099999999999998,28.78973105134474,30.099999999999998,22.33333333333333,5000.0,941040.0,15.0,56.0,4898.799999999999,2001.9353564559897,36386.133333333324,12768.007327841315,1.4,1.5491933384829668,1.2,0.7745966692414834,1.2,0.7745966692414834,0.13333333333333333,0.5163977794943222,0.0,0.0,0.0,0.0,1.0,0.0
6000.0,1.4375,3.696744938174056E-7,6000.0,37.6,34.2673548930791,37.6,30.66666666666667,6000.0,1149056.0,15.0,59.0,8861.533333333333,4596.23137342924,50363.200000000004,33759.753661931325,2.466666666666667,2.774029216723951,1.7333333333333334,1.3870146083619754,1.7333333333333334,1.3870146083619754,0.6,1.0555973258234952,0.0,0.0,0.0,0.0,1.0,0.0
7000.0,1.71875,4.580744684466885E-7,7000.0,74.5,74.02729680179263,74.5,71.66666666666667,7000.0,1214960.0,15.0,69.0,6713.2,6828.468027310372,54811.20000000001,39569.895027118066,2.6,2.84855853271189,1.8,1.424279266355945,1.8,1.424279266355945,0.6666666666666666,1.1126972805283737,0.0,0.0,0.0,0.0,1.0,0.0
8000.0,2.015625,5.236422940571276E-7,8000.0,64.0,63.45919610231425,64.0,60.0,8000.0,853728.0,15.0,90.0,1716.3333333333335,1001.0854585089603,30893.86666666667,8511.562000904305,0.9333333333333333,0.2581988897471611,0.9333333333333333,0.2581988897471611,0.9333333333333333,0.2581988897471611,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9000.0,2.3125,5.918723763898016E-7,9000.0,34.300000000000004,33.434650455927056,34.300000000000004,27.0,9000.0,888392.0,15.0,110.0,3075.133333333333,1244.4209133262787,33036.80000000001,292.8449614191297,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10000.0,2.59375,6.966135697439314E-7,10000.0,55.60000000000001,54.00870105655687,55.60000000000001,50.66666666666667,10000.0,1439552.0,15.0,119.0,5580.333333333333,2710.5798448372802,69729.6,28297.77339246727,4.333333333333333,2.581988897471611,2.6666666666666665,1.2909944487358056,2.6666666666666665,1.2909944487358056,1.6666666666666665,1.2909944487358056,0.0,0.0,0.0,0.0,1.0,0.0
