learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead,splits
1000.0,0.0,0.0,1000.0,40.400000000000006,38.537692069712286,40.400000000000006,33.777777777777786,1000.0,107536.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0,3.0
2000.0,0.0,0.0,2000.0,58.9,57.655058726560895,58.9,54.333333333333336,2000.0,174664.0,13.0,7.0,7.0,5.0,0.0,0.0,1.0,6.0
3000.0,0.0,0.0,3000.0,59.599999999999994,58.572600492206725,59.599999999999994,55.111111111111114,3000.0,275216.0,23.0,12.0,12.0,5.0,0.0,0.0,1.0,11.0
4000.0,0.015625,1.5742261894047261E-9,4000.0,59.199999999999996,57.97713461736532,59.199999999999996,54.666666666666664,4000.0,389448.0,29.0,15.0,15.0,5.0,0.0,0.0,1.0,14.0
5000.0,0.015625,1.5742261894047261E-9,5000.0,34.2,32.809149392423166,34.2,26.88888888888889,5000.0,455016.0,31.0,16.0,16.0,5.0,0.0,0.0,1.0,15.0
6000.0,0.03125,3.5178446624841954E-9,6000.0,42.4,40.76511723570547,42.4,35.99999999999999,6000.0,480832.0,33.0,17.0,17.0,5.0,0.0,0.0,1.0,16.0
7000.0,0.03125,3.5178446624841954E-9,7000.0,63.7,62.95918367346939,63.7,59.66666666666667,7000.0,476880.0,37.0,17.0,15.0,5.0,0.0,0.0,1.0,20.0
8000.0,0.03125,3.5178446624841954E-9,8000.0,62.4,61.85838912558328,62.4,58.22222222222222,8000.0,520640.0,39.0,18.0,16.0,5.0,0.0,0.0,1.0,21.0
9000.0,0.109375,1.4999629153559605E-8,9000.0,32.300000000000004,30.720425706099064,32.300000000000004,24.777777777777775,9000.0,568096.0,41.0,19.0,17.0,5.0,0.0,0.0,1.0,22.0
10000.0,0.109375,1.4999629153559605E-8,10000.0,42.1,40.01243265644426,42.1,35.666666666666664,10000.0,570256.0,41.0,19.0,17.0,5.0,0.0,0.0,1.0,22.0
11000.0,0.171875,2.5407546975960334E-8,11000.0,72.3,71.67689161554192,72.3,69.22222222222221,11000.0,643704.0,47.0,22.0,20.0,6.0,0.0,0.0,1.0,25.0
12000.0,0.171875,2.5407546975960334E-8,12000.0,52.300000000000004,51.59326161964684,52.300000000000004,47.0,12000.0,697400.0,55.0,26.0,24.0,6.0,0.0,0.0,1.0,29.0
13000.0,0.234375,3.239970990560121E-8,13000.0,45.1,44.303540631023644,45.1,38.99999999999999,13000.0,432448.0,47.0,19.0,12.0,6.0,0.0,0.0,1.0,31.0
14000.0,0.25,3.467718165160881E-8,14000.0,70.19999999999999,69.66303573246462,70.19999999999999,66.88888888888889,14000.0,563424.0,59.0,25.0,18.0,7.0,0.0,0.0,1.0,37.0
15000.0,0.28125,4.018394974991679E-8,15000.0,76.4,75.89869281045752,76.4,73.77777777777777,15000.0,681160.0,69.0,30.0,23.0,7.0,0.0,0.0,1.0,42.0
16000.0,0.328125,5.1068200264126064E-8,16000.0,46.0,44.89233595264823,46.0,40.0,16000.0,897552.0,75.0,33.0,26.0,7.0,0.0,0.0,1.0,45.0
17000.0,0.359375,5.8451906726178196E-8,17000.0,41.3,40.19358125318389,41.3,34.77777777777777,17000.0,913328.0,75.0,33.0,26.0,7.0,0.0,0.0,1.0,45.0
18000.0,0.390625,6.602116627618671E-8,18000.0,57.4,56.22688039457459,57.4,52.666666666666664,18000.0,936280.0,77.0,34.0,27.0,8.0,0.0,0.0,1.0,46.0
19000.0,0.421875,7.402969964055553E-8,19000.0,54.900000000000006,53.70560459864504,54.900000000000006,49.88888888888889,19000.0,990616.0,85.0,38.0,31.0,8.0,0.0,0.0,1.0,50.0
20000.0,0.4375,7.827494603892169E-8,20000.0,30.9,27.975818219720654,30.9,23.22222222222222,20000.0,1050232.0,87.0,39.0,32.0,8.0,0.0,0.0,1.0,51.0
21000.0,0.46875,8.677882659766411E-8,21000.0,47.699999999999996,46.182342045688415,47.699999999999996,41.888888888888886,21000.0,1051888.0,95.0,43.0,36.0,8.0,0.0,0.0,1.0,55.0
22000.0,0.5,9.604367531008192E-8,22000.0,73.8,73.29528080725716,73.8,70.88888888888889,22000.0,1146016.0,99.0,45.0,38.0,8.0,0.0,0.0,1.0,57.0
23000.0,0.53125,1.0317650675359701E-7,23000.0,63.3,62.72219400711021,63.3,59.22222222222222,23000.0,882296.0,90.0,34.0,26.0,7.0,0.0,0.0,1.0,59.0
24000.0,0.5625,1.110756743906273E-7,24000.0,39.6,38.66152127551538,39.6,32.88888888888889,24000.0,977088.0,92.0,35.0,27.0,7.0,0.0,0.0,1.0,60.0
25000.0,0.578125,1.1501002720453675E-7,25000.0,62.2,61.58146153064335,62.2,57.99999999999999,25000.0,973320.0,98.0,38.0,30.0,7.0,0.0,0.0,1.0,63.0
26000.0,0.625,1.27988298320108E-7,26000.0,78.60000000000001,78.18774844562226,78.60000000000001,76.22222222222223,26000.0,1070232.0,106.0,42.0,34.0,7.0,0.0,0.0,1.0,67.0
27000.0,0.65625,1.3687143412729107E-7,27000.0,65.0,64.25288530282913,65.0,61.111111111111114,27000.0,1098800.0,107.0,41.0,32.0,7.0,0.0,0.0,1.0,69.0
28000.0,0.703125,1.507561925488214E-7,28000.0,30.9,29.91886409736308,30.9,23.22222222222222,28000.0,1144984.0,113.0,44.0,35.0,7.0,0.0,0.0,1.0,72.0
29000.0,0.71875,1.556773269031611E-7,29000.0,54.1,52.952029520295206,54.1,49.00000000000001,29000.0,1217440.0,117.0,46.0,37.0,7.0,0.0,0.0,1.0,74.0
30000.0,0.75,1.6629731463682322E-7,30000.0,59.0,58.099131323454266,59.0,54.44444444444444,30000.0,1313640.0,127.0,51.0,42.0,8.0,0.0,0.0,1.0,79.0
31000.0,0.828125,1.941655258027216E-7,31000.0,54.7,53.775510204081634,54.7,49.66666666666667,31000.0,1378864.0,133.0,53.0,43.0,9.0,0.0,0.0,1.0,83.0
32000.0,0.828125,1.941655258027216E-7,32000.0,50.0,48.7914789020893,50.0,44.44444444444445,32000.0,1420040.0,133.0,53.0,43.0,9.0,0.0,0.0,1.0,83.0
33000.0,0.859375,2.0613515516743067E-7,33000.0,61.9,61.213478570701405,61.9,57.666666666666664,33000.0,1480584.0,137.0,55.0,45.0,9.0,0.0,0.0,1.0,85.0
