learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
1000.0,0.0,0.0,1000.0,48.6,35.016827354628596,33.246753246753244,15.875613747954171,1000.0,4272.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2000.0,0.015625,1.7268272737662E-11,2000.0,45.300000000000004,30.843881643159488,26.8716577540107,8.833333333333332,2000.0,4272.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
3000.0,0.015625,1.7268272737662E-11,3000.0,44.2,29.541718121415535,28.8265306122449,8.674304418985269,3000.0,4272.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
4000.0,0.015625,1.7268272737662E-11,4000.0,43.6,28.20673405559395,28.061224489795915,7.389162561576352,4000.0,4272.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
5000.0,0.015625,1.7268272737662E-11,5000.0,46.400000000000006,32.592945650547236,31.979695431472084,12.418300653594773,5000.0,4272.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
6000.0,0.015625,1.7268272737662E-11,6000.0,45.7,32.49576699975385,31.525851197982348,14.353312302839122,6000.0,4272.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
7000.0,0.015625,1.7268272737662E-11,7000.0,46.9,32.187372292603186,30.859374999999993,13.798701298701294,7000.0,4272.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
8000.0,0.015625,1.7268272737662E-11,8000.0,46.1,31.75876279523197,31.3375796178344,12.783171521035602,8000.0,4272.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
9000.0,0.046875,5.1804818212986E-11,9000.0,45.300000000000004,30.938703364686575,29.510309278350515,10.766721044045678,9000.0,4272.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
10000.0,0.046875,5.1804818212986E-11,10000.0,44.800000000000004,31.785827269851314,30.390920554854983,13.343799058084777,10000.0,4272.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
11000.0,0.046875,5.1804818212986E-11,11000.0,46.5,31.831329046989236,33.78712871287129,13.008130081300814,11000.0,4272.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
12000.0,0.046875,5.1804818212986E-11,12000.0,49.4,36.147391002586915,32.44325767690254,15.666666666666663,12000.0,4272.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
13000.0,0.046875,5.1804818212986E-11,13000.0,45.1,28.965234369440303,27.091633466135463,5.831903945111498,13000.0,4272.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
14000.0,0.046875,5.1804818212986E-11,14000.0,44.4,28.809674713990308,26.745718050065875,7.487520798668883,14000.0,4272.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
15000.0,0.046875,5.1804818212986E-11,15000.0,47.9,32.29431311216142,33.4610472541507,12.583892617449658,15000.0,4272.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
16000.0,0.0625,6.9073090950648E-11,16000.0,45.0,31.26477807271437,29.214929214929214,13.24921135646688,16000.0,4272.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
17000.0,0.0625,6.9073090950648E-11,17000.0,49.4,37.99665476022719,35.04492939666239,19.04,17000.0,12448.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
18000.0,0.0625,6.9073090950648E-11,18000.0,56.39999999999999,47.09033233581619,45.2948557089084,30.462519936204142,18000.0,12832.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
19000.0,0.0625,6.9073090950648E-11,19000.0,53.1,42.27976468850764,37.299465240641716,21.043771043771045,19000.0,12832.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
20000.0,0.078125,1.2094258434242673E-10,20000.0,53.1,42.87809161672052,39.79460847240052,23.615635179153095,20000.0,12832.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
21000.0,0.078125,1.2094258434242673E-10,21000.0,51.5,41.75979095967856,39.070351758793976,23.981191222570537,21000.0,12832.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
22000.0,0.09375,1.7400856854187118E-10,22000.0,53.7,43.00086298909384,41.09414758269721,24.469820554649267,22000.0,13128.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
23000.0,0.09375,1.7400856854187118E-10,23000.0,49.9,38.82402933516006,37.21804511278195,20.095693779904305,23000.0,13128.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
24000.0,0.109375,2.2804468042320675E-10,24000.0,54.2,44.99687755200077,41.432225063938624,27.987421383647803,24000.0,13368.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
25000.0,0.109375,2.2804468042320675E-10,25000.0,51.1,39.25579026477768,37.70700636942676,19.57236842105263,25000.0,13368.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
26000.0,0.109375,2.2804468042320675E-10,26000.0,54.1,42.855435456521576,41.528662420382176,24.006622516556295,26000.0,13368.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
27000.0,0.109375,2.2804468042320675E-10,27000.0,54.6,43.826758754488296,41.7948717948718,25.328947368421055,27000.0,13368.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
28000.0,0.109375,2.2804468042320675E-10,28000.0,45.7,34.604313947466665,31.525851197982348,15.813953488372098,28000.0,13368.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
29000.0,0.109375,2.2804468042320675E-10,29000.0,40.6,28.077414855283045,24.13793103448276,7.476635514018698,29000.0,13368.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
30000.0,0.109375,2.2804468042320675E-10,30000.0,45.9,33.9842977808474,33.78212974296206,18.03030303030303,30000.0,13368.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
31000.0,0.109375,2.2804468042320675E-10,31000.0,43.0,31.495901171420083,29.36802973977695,14.027149321266963,31000.0,13368.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
32000.0,0.15625,3.9015301606721347E-10,32000.0,45.6,36.606341696479554,32.08489388264669,22.507122507122514,32000.0,13368.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
33000.0,0.15625,3.9015301606721347E-10,33000.0,44.800000000000004,35.68757208933835,33.33333333333333,21.81303116147309,33000.0,13368.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
34000.0,0.15625,3.9015301606721347E-10,34000.0,47.699999999999996,37.7430609701369,33.964646464646464,21.940298507462682,34000.0,13368.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
35000.0,0.15625,3.9015301606721347E-10,35000.0,48.199999999999996,37.41414077952017,35.73200992555831,20.307692307692307,35000.0,13368.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
36000.0,0.15625,3.9015301606721347E-10,36000.0,46.5,35.76567317574513,34.27518427518428,19.669669669669673,36000.0,13368.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
37000.0,0.15625,3.9015301606721347E-10,37000.0,47.9,38.78567702336249,37.379807692307686,23.941605839416052,37000.0,13368.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
38000.0,0.1875,4.982252398298847E-10,38000.0,47.8,37.42132709944255,36.26373626373626,20.18348623853211,38000.0,13368.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
39000.0,0.1875,4.982252398298847E-10,39000.0,46.0,34.922509580852754,33.002481389578165,18.181818181818183,39000.0,13368.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
40000.0,0.1875,4.982252398298847E-10,40000.0,46.1,34.01465144065971,32.87671232876713,14.308426073131958,40000.0,13368.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
41000.0,0.1875,4.982252398298847E-10,41000.0,45.300000000000004,33.680249080980424,32.13399503722084,17.744360902255636,41000.0,13368.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
