learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead,splits
1000.0,0.046875,5.238689482212067E-11,1000.0,48.6,35.016827354628596,33.246753246753244,15.875613747954171,1000.0,4320.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2000.0,0.046875,5.238689482212067E-11,2000.0,45.300000000000004,30.843881643159488,26.8716577540107,8.833333333333332,2000.0,4320.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
3000.0,0.046875,5.238689482212067E-11,3000.0,44.2,29.541718121415535,28.8265306122449,8.674304418985269,3000.0,4320.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
4000.0,0.046875,5.238689482212067E-11,4000.0,43.0,27.624102443638858,27.29591836734694,6.403940886699504,4000.0,15608.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0,3.0
5000.0,0.0625,1.1790285093916787E-10,5000.0,53.800000000000004,43.38256109352539,41.37055837563452,24.509803921568633,5000.0,16208.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0,3.0
6000.0,0.078125,1.8552075036697917E-10,6000.0,54.400000000000006,45.07281465688578,42.496847414880214,28.07570977917982,6000.0,16728.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0,3.0
7000.0,0.078125,1.8552075036697917E-10,7000.0,54.0,44.448738261776874,40.10416666666667,25.324675324675326,7000.0,16968.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0,3.0
8000.0,0.078125,1.8552075036697917E-10,8000.0,54.0,44.17557025868555,41.40127388535033,25.566343042071203,8000.0,17088.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0,3.0
9000.0,0.078125,1.8552075036697917E-10,9000.0,54.6,44.9954324400947,41.49484536082475,25.93800978792823,9000.0,17088.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0,3.0
10000.0,0.078125,1.8552075036697917E-10,10000.0,53.5,44.4286427920962,41.361916771752846,27.00156985871272,10000.0,17264.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0,3.0
11000.0,0.078125,1.8552075036697917E-10,11000.0,56.2,46.67309511547467,45.79207920792079,28.780487804878057,11000.0,17264.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0,3.0
12000.0,0.09375,2.5643708391322027E-10,12000.0,56.8,46.72914483013748,42.32309746328437,27.999999999999993,12000.0,17544.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0,3.0
13000.0,0.09375,2.5643708391322027E-10,13000.0,54.6,43.4459597494681,39.70783532536521,22.126929674099497,13000.0,24056.0,11.0,6.0,6.0,4.0,0.0,0.0,1.0,5.0
14000.0,0.09375,2.5643708391322027E-10,14000.0,52.5,41.43033292231813,37.41765480895916,20.965058236272878,14000.0,24992.0,11.0,6.0,6.0,4.0,0.0,0.0,1.0,5.0
15000.0,0.09375,2.5643708391322027E-10,15000.0,56.3,45.069172618553786,44.1890166028097,26.677852348993277,15000.0,25472.0,11.0,6.0,6.0,4.0,0.0,0.0,1.0,5.0
16000.0,0.09375,2.5643708391322027E-10,16000.0,50.3,40.0233631325906,36.03603603603604,21.60883280757098,16000.0,29064.0,13.0,7.0,7.0,4.0,0.0,0.0,1.0,6.0
17000.0,0.09375,2.5643708391322027E-10,17000.0,54.1,44.42695595321695,41.07830551989731,26.560000000000006,17000.0,35848.0,17.0,9.0,9.0,4.0,0.0,0.0,1.0,8.0
