learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),ensemble size,change detections,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
1000.0,0.15625,2.622093436204725E-8,1000.0,48.6,34.91874973093841,33.246753246753244,15.875613747954171,1000.0,664888.0,35.0,0.0,5984.4000000000015,88.22037913156832,4272.685714285714,4.056740422696868,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2000.0,0.328125,5.60460870878564E-8,2000.0,45.5,31.096737651776824,27.13903743315508,9.166666666666666,2000.0,670768.0,35.0,0.0,11985.628571428571,113.13502752808918,4272.685714285714,4.056740422696868,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3000.0,0.421875,7.24330958392885E-8,3000.0,44.5,29.707151125825465,29.209183673469386,9.165302782324058,3000.0,675664.0,35.0,3.0,16779.02857142857,3966.7772256560097,4278.171428571429,19.604149792215747,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4000.0,0.59375,1.0308599384087655E-7,4000.0,43.0,26.56777794096049,27.29591836734694,6.403940886699504,4000.0,690432.0,35.0,8.0,20839.428571428576,7215.588228785991,4696.685714285714,1711.9564276242645,1.2285714285714284,0.9420164319072111,1.1142857142857145,0.4710082159536055,1.1142857142857145,0.4710082159536055,0.11428571428571431,0.47100821595360554,0.0,0.0,0.0,0.0,1.0,0.0
5000.0,0.75,1.390237270647453E-7,5000.0,51.4,36.70943771674738,38.3248730964467,20.58823529411765,5000.0,889064.0,35.0,8.0,26845.25714285714,7217.450500422598,10403.428571428572,4215.689367154099,4.199999999999999,2.1801241195103063,2.6,1.0900620597551531,2.6,1.0900620597551531,1.4000000000000004,0.881175685227012,0.0,0.0,0.0,0.0,1.0,0.0
6000.0,0.875,1.6979617713433172E-7,6000.0,56.39999999999999,46.76928636658869,45.018915510718784,31.23028391167192,6000.0,951600.0,35.0,8.0,32841.7142857143,7202.767611752276,12182.628571428571,4473.963784634212,4.828571428571428,2.1893554555906105,2.914285714285714,1.0946777277953053,2.914285714285714,1.0946777277953053,1.5999999999999999,0.8471405189362209,0.0,0.0,0.0,0.0,1.0,0.0
7000.0,0.984375,1.975369781980084E-7,7000.0,53.300000000000004,42.68644700153163,39.192708333333336,24.188311688311693,7000.0,980400.0,35.0,8.0,38831.17142857142,7197.682210617668,12877.942857142856,4855.963695128225,5.057142857142856,2.3507552871722033,3.028571428571428,1.1753776435861016,3.028571428571428,1.1753776435861016,1.6857142857142853,0.9631879839558708,0.0,0.0,0.0,0.0,1.0,0.0
8000.0,0.984375,1.975369781980084E-7,8000.0,53.7,42.89132700574171,41.019108280254784,25.080906148867317,8000.0,988856.0,35.0,8.0,44826.65714285714,7193.7819184874015,13104.457142857145,5031.678262549696,5.114285714285714,2.4225828289297375,3.057142857142857,1.2112914144648688,3.057142857142857,1.2112914144648688,1.7142857142857144,0.9873144969898834,0.0,0.0,0.0,0.0,1.0,0.0
9000.0,1.09375,2.2625566796503133E-7,9000.0,54.7,44.509911044365126,41.62371134020619,26.10114192495922,9000.0,1014960.0,35.0,8.0,50811.8,7187.21597413237,13735.771428571426,4882.374922862332,5.457142857142856,2.330650718814221,3.228571428571428,1.1653253594071105,3.228571428571428,1.1653253594071105,1.857142857142857,0.9744638689724585,0.0,0.0,0.0,0.0,1.0,0.0
10000.0,1.21875,2.604833247864412E-7,10000.0,54.300000000000004,44.49815155769521,42.37074401008828,28.25745682888541,10000.0,1058448.0,35.0,8.0,56820.97142857143,7178.068241221327,14957.714285714286,4502.408065308455,5.971428571428572,2.1893554555906105,3.485714285714286,1.0946777277953053,3.485714285714286,1.0946777277953053,2.028571428571428,0.9230930832457441,0.0,0.0,0.0,0.0,1.0,0.0
