learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
1000.0,0.09375,2.795131877064705E-9,1000.0,59.9,59.243825592031705,59.37183383991894,52.65643447461629,1000.0,115248.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2000.0,0.171875,5.124408441285292E-9,2000.0,63.800000000000004,63.2412672623883,63.61809045226131,57.66081871345029,2000.0,115248.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
3000.0,0.234375,6.987829692661762E-9,3000.0,67.4,66.67007463449546,67.20321931589538,62.18097447795824,3000.0,115248.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
4000.0,0.3125,9.31710625688235E-9,4000.0,52.800000000000004,52.15892965740929,52.323232323232325,45.116279069767444,4000.0,115248.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
5000.0,0.375,1.1180527508258819E-8,5000.0,61.199999999999996,60.48074964351191,60.68895643363729,55.19630484988453,5000.0,115248.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
6000.0,0.4375,1.3043948759635288E-8,6000.0,67.30000000000001,66.54389195825661,66.93629929221436,61.79906542056075,6000.0,115248.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
7000.0,0.515625,1.5373225323855874E-8,7000.0,50.7,49.34758039658892,50.35246727089627,42.20398593200469,7000.0,115248.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
8000.0,0.578125,1.7236646575232344E-8,8000.0,47.8,46.68573179450515,47.37903225806451,39.08984830805134,8000.0,115248.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
9000.0,0.640625,1.9100067826608813E-8,9000.0,52.1,51.26170126170126,51.271617497456766,43.91100702576112,9000.0,115248.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
10000.0,0.703125,2.0963489077985282E-8,10000.0,45.0,43.51442949573791,44.105691056910565,36.120789779326365,10000.0,115248.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
11000.0,0.765625,2.282691032936175E-8,11000.0,40.9,38.81354177451081,40.24266936299291,31.676300578034677,11000.0,115248.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
12000.0,0.828125,2.469033158073822E-8,12000.0,53.800000000000004,52.26286422814631,53.23886639676114,46.6512702078522,12000.0,115248.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
13000.0,0.890625,2.655375283211469E-8,13000.0,59.4,58.14432989690721,58.98989898989899,52.68065268065267,13000.0,115248.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
14000.0,0.953125,2.841717408349116E-8,14000.0,46.300000000000004,44.20199501246883,45.537525354969574,37.63066202090592,14000.0,115248.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
15000.0,1.015625,3.028059533486763E-8,15000.0,46.9,45.03674567850119,46.52567975830815,37.967289719626166,15000.0,115248.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
16000.0,1.0625,3.1678161273399983E-8,16000.0,59.0,57.70579740045388,58.45997973657548,52.49130938586326,16000.0,115248.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
17000.0,1.140625,3.400743783762057E-8,17000.0,52.2,50.35313668466972,51.668351870576345,44.86735870818916,17000.0,115248.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
18000.0,1.203125,3.587085908899704E-8,18000.0,38.9,36.65111456713323,38.46928499496475,28.286384976525824,18000.0,115248.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
19000.0,1.25,3.726842502752939E-8,19000.0,40.2,37.71482137277368,39.289340101522846,30.86705202312139,19000.0,115248.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
20000.0,1.28125,3.8200135653217626E-8,20000.0,46.0,44.11095011384807,45.23326572008114,36.47058823529413,20000.0,115248.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
21000.0,1.375,4.099526753028233E-8,21000.0,39.4,36.77621283255086,38.663967611336034,28.956623681125443,21000.0,115248.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
22000.0,1.4375,4.28586887816588E-8,22000.0,42.699999999999996,40.27517198248905,42.179616548940466,33.44947735191637,22000.0,115248.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
22950.0,1.5,4.472211003303527E-8,22950.0,47.9,46.37710992177851,47.532729103726076,39.90772779700115,22950.0,115248.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
