learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
1000.0,0.140625,4.192697815597057E-9,1000.0,59.9,59.243825592031705,59.37183383991894,52.65643447461629,1000.0,115248.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2000.0,0.25,7.45368500550588E-9,2000.0,63.800000000000004,63.2412672623883,63.61809045226131,57.66081871345029,2000.0,115248.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
3000.0,0.328125,9.782961569726467E-9,3000.0,67.4,66.67007463449546,67.20321931589538,62.18097447795824,3000.0,115248.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
4000.0,0.375,1.1180527508258819E-8,4000.0,52.800000000000004,52.15892965740929,52.323232323232325,45.116279069767444,4000.0,115248.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
5000.0,0.453125,1.3509804072479405E-8,5000.0,61.199999999999996,60.48074964351191,60.68895643363729,55.19630484988453,5000.0,115248.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
6000.0,0.53125,1.5839080636699992E-8,6000.0,67.30000000000001,66.54389195825661,66.93629929221436,61.79906542056075,6000.0,115248.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
7000.0,0.59375,1.770250188807646E-8,7000.0,50.7,49.34758039658892,50.35246727089627,42.20398593200469,7000.0,115248.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
8000.0,0.640625,1.9100067826608813E-8,8000.0,47.8,46.68573179450515,47.37903225806451,39.08984830805134,8000.0,115248.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
9000.0,0.71875,2.14293443908294E-8,9000.0,52.1,51.26170126170126,51.271617497456766,43.91100702576112,9000.0,115248.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
10000.0,0.78125,2.329276564220587E-8,10000.0,45.0,43.51442949573791,44.105691056910565,36.120789779326365,10000.0,115248.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
11000.0,0.84375,2.5156186893582338E-8,11000.0,40.9,38.81354177451081,40.24266936299291,31.676300578034677,11000.0,115248.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
12000.0,0.90625,2.7019608144958807E-8,12000.0,53.800000000000004,52.26286422814631,53.23886639676114,46.6512702078522,12000.0,115248.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
13000.0,0.984375,2.9348884709179394E-8,13000.0,59.4,58.14432989690721,58.98989898989899,52.68065268065267,13000.0,115248.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
14000.0,1.0625,3.1678161273399983E-8,14000.0,46.300000000000004,44.20199501246883,45.537525354969574,37.63066202090592,14000.0,115248.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
15000.0,1.109375,3.3075727211932335E-8,15000.0,46.9,45.03674567850119,46.52567975830815,37.967289719626166,15000.0,115248.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
16000.0,1.15625,3.576996581008036E-8,16000.0,64.2,63.41712650725526,63.72847011144883,58.51680185399768,16000.0,222176.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
17000.0,1.234375,4.036901777403221E-8,17000.0,63.5,62.4562847150792,63.094034378159755,57.90080738177624,17000.0,227552.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
18000.0,1.3125,4.496806973798407E-8,18000.0,50.1,48.99836467702371,49.74823766364552,41.431924882629104,18000.0,227552.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
19000.0,1.359375,4.7774067045085955E-8,19000.0,43.1,41.41871718315659,42.233502538071065,34.21965317919075,19000.0,231392.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
20000.0,1.4375,5.252833943814039E-8,20000.0,49.0,47.46059544658493,48.275862068965516,40.0,20000.0,235232.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
21000.0,1.515625,5.7282611831194823E-8,21000.0,44.0,41.81818181818181,43.31983805668016,34.3493552168816,21000.0,235232.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
22000.0,1.578125,6.25541563042336E-8,22000.0,49.4,47.646145887221934,48.940464177598386,41.23112659698025,22000.0,326032.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
22950.0,1.625,6.669407917393578E-8,22950.0,55.1,54.094673346283614,54.78348439073515,48.21222606689735,22950.0,341392.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
