learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),ensemble size,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] Change detected,[err] Change detected,[avg] Warning detected,[err] Warning detected,[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
1000.0,3.21875,4.675244369233648E-6,1000.0,59.099999999999994,58.19278339977512,58.5612968591692,51.71192443919716,1000.0,5634328.0,25.0,835.8400000000001,309.1772069641009,322535.8399999999,208618.97826042306,0.68,0.7483314773547882,16.24,6.857356147476469,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2000.0,6.15625,9.117760022895204E-6,2000.0,74.2,73.74313047018116,74.07035175879398,69.82456140350877,2000.0,5845928.0,25.0,1671.18,426.36425406318614,326844.64,211668.9174453349,0.24000000000000005,0.5228129047119373,11.96,8.25873275186131,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3000.0,9.21875,1.3828400212029616E-5,3000.0,74.0,73.50183448838156,73.8430583501006,69.83758700696056,3000.0,5945744.0,25.0,2337.060000000001,893.9727980612552,328748.80000000005,213939.36636956802,0.6800000000000002,0.8524474568362947,12.879999999999999,11.259514495157715,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4000.0,12.65625,1.9210174472795594E-5,4000.0,73.3,72.75510204081633,73.03030303030302,68.95348837209302,4000.0,6051808.0,25.0,2924.4199999999996,1442.3038272860824,330854.7200000001,216123.61675321704,0.7600000000000001,0.8793937305515279,16.919999999999998,10.214042621149897,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5000.0,15.890625,2.4006393763961064E-5,5000.0,68.0,67.25337699549733,67.57852077001013,63.0484988452656,5000.0,5732064.0,25.0,3571.100000000001,2022.1627969950937,324551.9999999999,209770.92036518583,1.0400000000000003,0.9780933834080806,14.96,13.63964808930201,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6000.0,18.765625,2.8301681676465606E-5,6000.0,78.0,77.59674134419552,77.75530839231547,74.29906542056075,6000.0,5775064.0,25.0,4487.899999999999,2126.7651420379625,325427.36,210687.56457223088,0.19999999999999996,0.408248290463863,12.639999999999997,8.405751998879497,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7000.0,22.125,3.333197188718866E-5,7000.0,63.800000000000004,63.098878695208974,63.54481369587109,57.561547479484176,7000.0,5788112.0,25.0,4365.919999999999,3212.165934921387,325012.00000000006,212876.09545230863,1.44,0.9609023536933049,15.279999999999998,8.838929045233176,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8000.0,26.46875,4.002034825842E-5,8000.0,59.3,58.82650480526049,58.971774193548384,52.50875145857643,8000.0,5951936.0,25.0,4287.259999999999,3734.5812311203963,328964.80000000005,213963.73756469355,1.5599999999999996,0.8698658900466593,25.880000000000003,6.6728304838851304,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9000.0,29.78125,4.522430781637215E-5,9000.0,72.6,72.1119592875318,72.1261444557477,67.91569086651053,9000.0,6072680.0,25.0,5008.6799999999985,3912.6409497464306,331379.68000000005,216818.63327839665,0.48,0.9183318209303941,14.920000000000002,9.022749026765624,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10000.0,33.421875,5.007535442321872E-5,10000.0,71.6,70.86282958859135,71.13821138211381,67.01509872241579,10000.0,5150648.0,25.0,5259.200000000001,4834.878412670389,312370.55999999994,200364.55186547202,1.7999999999999998,0.7637626158259734,15.76,9.097985124923722,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
11000.0,37.078125,5.5523243402907005E-5,11000.0,67.60000000000001,67.00274977085243,67.23963599595551,62.54335260115608,11000.0,5759632.0,25.0,5815.200000000002,5215.791011682793,325134.08,210025.03904251466,1.48,0.8717797887081347,19.439999999999998,6.776675684532449,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12000.0,41.140625,6.18882976899234E-5,12000.0,60.099999999999994,59.53757225433526,59.61538461538461,53.92609699769053,12000.0,6056352.0,25.0,6501.96,5626.9747189909485,331068.48000000004,216212.4613639811,1.04,0.9345230512584125,20.720000000000002,7.7272245987806,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
