learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
1000.0,0.046875,1.0545287902156512E-10,1000.0,73.1,51.07285052483007,7.241379310344834,42.76595744680851,1000.0,8696.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2000.0,0.0625,1.0920403939154414E-10,2000.0,71.2,46.22913111503605,-52.380952380952436,56.9506726457399,2000.0,928.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
3000.0,0.0625,1.0920403939154414E-10,3000.0,74.5,44.9698089265444,-10.869565217391315,39.71631205673759,3000.0,12576.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
4000.0,0.078125,1.5978002920746804E-10,4000.0,66.9,35.37403012234028,-98.20359281437119,-14.930555555555527,4000.0,12512.0,9.0,5.0,5.0,4.0,0.0,0.0,1.0
5000.0,0.078125,1.5978002920746804E-10,5000.0,88.4,76.2152763538839,28.39506172839508,72.24880382775119,5000.0,23992.0,9.0,5.0,5.0,4.0,0.0,0.0,1.0
6000.0,0.109375,4.0845609166555935E-10,6000.0,70.89999999999999,33.33394424793357,-15.47619047619049,-21.250000000000018,6000.0,30760.0,9.0,5.0,5.0,4.0,0.0,0.0,1.0
7000.0,0.109375,4.0845609166555935E-10,7000.0,50.4,19.19639511659503,-132.86384976525824,-7.127429805615558,7000.0,31160.0,9.0,5.0,5.0,4.0,0.0,0.0,1.0
8000.0,0.109375,4.0845609166555935E-10,8000.0,58.099999999999994,27.75712600950363,-135.39325842696627,5.203619909502242,8000.0,31160.0,9.0,5.0,5.0,4.0,0.0,0.0,1.0
9000.0,0.109375,4.0845609166555935E-10,9000.0,79.80000000000001,58.76793696801453,-6.315789473684218,48.20512820512822,9000.0,34720.0,11.0,6.0,6.0,4.0,0.0,0.0,1.0
10000.0,0.109375,4.0845609166555935E-10,10000.0,72.7,0.0,-7.905138339920955,0.0,10000.0,36400.0,11.0,6.0,6.0,4.0,0.0,0.0,1.0
11000.0,0.109375,4.0845609166555935E-10,11000.0,47.699999999999996,0.0,-126.40692640692643,0.0,11000.0,36800.0,11.0,6.0,6.0,4.0,0.0,0.0,1.0
12000.0,0.109375,4.0845609166555935E-10,12000.0,55.900000000000006,3.387780854569019,-133.33333333333337,-22.49999999999999,12000.0,36800.0,11.0,6.0,6.0,4.0,0.0,0.0,1.0
13000.0,0.109375,4.0845609166555935E-10,13000.0,65.4,23.56935528763104,-24.909747292418754,17.224880382775133,13000.0,36800.0,11.0,6.0,6.0,4.0,0.0,0.0,1.0
14000.0,0.109375,4.0845609166555935E-10,14000.0,65.9,30.345189630625246,-46.98275862068965,33.39843750000001,14000.0,36800.0,11.0,6.0,6.0,4.0,0.0,0.0,1.0
15000.0,0.109375,4.0845609166555935E-10,15000.0,57.9,17.273523990678036,-74.68879668049794,15.968063872255481,15000.0,36800.0,11.0,6.0,6.0,4.0,0.0,0.0,1.0
16000.0,0.109375,4.0845609166555935E-10,16000.0,61.0,19.78989064688424,-51.162790697674424,19.254658385093162,16000.0,36800.0,11.0,6.0,6.0,4.0,0.0,0.0,1.0
17000.0,0.125,5.572090028888649E-10,17000.0,51.7,15.199185350352018,-48.615384615384635,9.719626168224298,17000.0,36800.0,11.0,6.0,6.0,4.0,0.0,0.0,1.0
