learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),ensemble size,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] Change detected,[err] Change detected,[avg] Warning detected,[err] Warning detected,[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
1000.0,0.890625,4.144383516783516E-7,1000.0,81.5,67.94699646030884,36.20689655172413,60.63829787234041,1000.0,1818456.0,50.0,745.2500000000002,355.3699274749277,176529.36,170021.90427935505,5.159999999999998,4.896312648414152,27.439999999999994,7.091702538739142,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2000.0,1.9375,8.74935778685742E-7,2000.0,83.0,69.43457560807214,10.052910052910006,74.58893871449924,2000.0,1701384.0,50.0,1167.7800000000007,867.3909395539026,175612.88000000006,169629.82146774005,4.520000000000001,4.286856990516812,20.78,8.760509723312046,1.1600000000000001,0.5480950312357393,1.0799999999999998,0.27404751561786966,1.0799999999999998,0.27404751561786966,0.07999999999999999,0.27404751561786966,0.0,0.0,0.0,0.0,1.0,0.0
3000.0,2.921875,1.3134434832156532E-6,3000.0,79.10000000000001,55.9001021260793,9.130434782608704,50.59101654846337,3000.0,1721944.0,50.0,1797.8799999999999,1354.3152303028655,175603.43999999994,170033.94567611572,4.779999999999999,5.485751487969091,23.700000000000003,9.883505120623338,1.1199999999999999,0.4797958749641904,1.0600000000000003,0.2398979374820952,1.0600000000000003,0.2398979374820952,0.05999999999999999,0.23989793748209523,0.0,0.0,0.0,0.0,1.0,0.0
4000.0,3.6875,1.655897843496253E-6,4000.0,86.2,67.15161671173401,17.365269461077855,52.083333333333336,4000.0,1728976.0,50.0,2422.7799999999997,1724.0292808453462,175660.87999999992,170127.28747648527,3.9599999999999995,3.6809493008057097,19.080000000000002,9.28865887378094,1.4800000000000004,1.1109841197270616,1.2400000000000002,0.5554920598635309,1.2400000000000002,0.5554920598635309,0.24000000000000005,0.5554920598635309,0.0,0.0,0.0,0.0,1.0,0.0
5000.0,4.40625,1.979029329959303E-6,5000.0,86.0,72.93524951766747,13.580246913580257,66.50717703349282,5000.0,1737816.0,50.0,2768.8900000000003,2228.3108695180126,175974.48,169998.35387132195,3.259999999999999,2.4227661707988553,17.099999999999998,7.57075468699206,1.8400000000000003,1.2182288917330195,1.4200000000000002,0.6091144458665099,1.4200000000000002,0.6091144458665099,0.41999999999999993,0.6091144458665099,0.0,0.0,0.0,0.0,1.0,0.0
6000.0,5.203125,2.3442682383271554E-6,6000.0,81.39999999999999,50.96281610528758,26.19047619047617,22.499999999999975,6000.0,1771696.0,50.0,3629.23,2681.3301985086323,176590.24,170069.8405760351,3.08,4.341729176825514,20.64,11.325895918970248,1.48,1.0349011586442762,1.2400000000000004,0.517450579322138,1.2400000000000004,0.517450579322138,0.24,0.5174505793221381,0.0,0.0,0.0,0.0,1.0,0.0
7000.0,6.078125,2.727053716727015E-6,7000.0,78.9,61.838135820064096,0.9389671361502359,54.427645788336946,7000.0,1691024.0,50.0,3772.4199999999987,3408.5607086637697,175133.59999999995,169898.26348634867,5.300000000000001,3.79177412571057,23.339999999999996,10.231224715725554,1.2400000000000002,0.8703740692415896,1.1199999999999999,0.4351870346207948,1.1199999999999999,0.4351870346207948,0.12000000000000002,0.4351870346207948,0.0,0.0,0.0,0.0,1.0,0.0
8000.0,6.890625,3.0820584894778826E-6,8000.0,82.0,65.51915698170025,-1.1235955056179783,59.2760180995475,8000.0,1688936.0,50.0,4267.989999999997,3907.4053896015025,175291.84,169708.81900804528,4.54,4.305715233671333,23.020000000000003,9.440447066549684,1.36,1.1204955172072901,1.1799999999999997,0.5602477586036452,1.1799999999999997,0.5602477586036452,0.18000000000000005,0.5602477586036451,0.0,0.0,0.0,0.0,1.0,0.0
9000.0,7.6875,3.4331603092141447E-6,9000.0,83.5,66.22209484426338,13.157894736842064,57.692307692307686,9000.0,1703120.0,50.0,4716.330000000001,4253.518182681724,175475.43999999997,169811.93254810933,4.82,4.322178211249036,19.82,9.849251499583143,1.6800000000000002,1.3767752917893439,1.3399999999999999,0.6883876458946719,1.3399999999999999,0.6883876458946719,0.34,0.6883876458946719,0.0,0.0,0.0,0.0,1.0,0.0
10000.0,8.640625,3.865394877114644E-6,10000.0,78.2,48.1410468371986,13.833992094861673,20.146520146520164,10000.0,1752960.0,50.0,5502.89,4825.911597341329,176328.56000000003,169949.71402297594,4.619999999999998,4.507997428606912,27.14,11.62862407850489,1.2800000000000002,0.9905677613348409,1.1400000000000001,0.49528388066742046,1.1400000000000001,0.49528388066742046,0.14,0.49528388066742046,0.0,0.0,0.0,0.0,1.0,0.0
11000.0,9.453125,4.23283642804664E-6,11000.0,76.5,58.83158790945051,-1.7316017316017334,55.06692160611855,11000.0,1748104.0,50.0,5894.89,5407.576560762227,176214.40000000002,169972.94756495574,4.7,3.85581987893308,23.28,9.839611739478011,1.4000000000000004,1.1428571428571428,1.2000000000000008,0.5714285714285714,1.2000000000000008,0.5714285714285714,0.2,0.5714285714285714,0.0,0.0,0.0,0.0,1.0,0.0
